start_dates,end_dates,changes,errors
2000.0,2001.0,-80.84578369273348,146.16333776612433
2001.0,2002.0,-217.94936285784348,134.16567464640266
2002.0,2003.0,-141.44325276234457,129.9272140006049
2003.0,2004.0,-231.87424815566743,101.08552050659104
2004.0,2005.0,-208.71154661121008,101.58249619404639
2005.0,2006.0,-278.82036716033844,101.94409076065469
2006.0,2007.0,-311.3024455451344,100.8210994197536
2007.0,2008.0,-237.25816450932675,99.94432894105691
2008.0,2009.0,-147.02818695562243,100.00940852976188
2009.0,2010.0,-261.4219814263029,99.99934115055875
2010.0,2011.0,-149.27223229307214,100.86375522373802
2011.0,2012.0,-376.5275325395209,97.64050875847201
2012.0,2013.0,-126.0185251347211,98.72639588187167
2013.0,2014.0,-360.2022863968552,94.65715065664297
2014.0,2015.0,-200.08863085519175,94.13394749168309
2015.0,2016.0,-261.0965656296238,95.6303616333383
2016.0,2017.0,-314.6231219113938,95.77225958225999
2017.0,2018.0,-206.30167866667708,93.8437902569401
2018.0,2019.0,-239.10131195896813,93.88464572127872
2019.0,2020.0,-412.12322286272746,97.10150410195448
2020.0,2021.0,-454.7227624493996,101.7189302220981
2021.0,2022.0,-183.16735160764506,108.29230445115516
2022.0,2023.0,-475.82325653147154,129.7617787090038
2023.0,2024.0,-548.497487998455,158.6825854565016
