start_dates,end_dates,changes,errors
1999.75,2000.75,-0.5957569102906152,0.39195855758269643
2000.75,2001.75,-0.49332159797185154,0.22287671429227796
2001.75,2002.75,-0.06764468258343809,0.22468015764431926
2002.75,2003.75,0.65951315649577,0.2412581300507036
2003.75,2004.75,-0.6163719196159078,0.22617909853178925
2004.75,2005.75,-1.1013612640739519,0.22332148750760397
2005.75,2006.75,0.059395813044751694,0.22334811573997473
2006.75,2007.75,-0.8846118774653842,0.223771834146174
2007.75,2008.75,-0.206143545269435,0.1976107987011281
2008.75,2009.75,-0.4172981942123216,0.19583491262790725
2009.75,2010.75,-1.0882801201090995,0.20210660490622376
2010.75,2011.75,-1.3336638829817267,0.1707129804414156
2011.75,2012.75,-0.5118823009858865,0.1688474048531532
2012.75,2013.75,-0.5368137074469717,0.1474963233025986
2013.75,2014.75,0.06291101941604509,0.1440795534683749
2014.75,2015.75,0.45896990389957903,0.14399135497641458
2015.75,2016.75,-1.0568792242992822,0.14441587456106886
2016.75,2017.75,-0.15211514611039065,0.1449958039433256
2017.75,2018.75,0.531010028705689,0.16192648601912613
2018.75,2019.75,-1.2738052136235374,0.15987282811899856
2019.75,2020.75,-0.6441327571786807,0.18624213380113785
2020.75,2021.75,-0.8251416235798394,0.18694212501578508
2021.75,2022.75,-0.5379678000298717,0.36916697049991976
2022.75,2023.75,-1.4105062352838427,0.4699705031813128
2023.75,2024.75,-0.5943733523404937,0.4632551087793261
