,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_gt,gravimetry_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,2000.25,2001.25,29389.27085,southern_andes,20.604418033482627,39.67864988061816,0.7031959857329582,1.3518851174641269,,,,,,,,,0.6472331765059937,0.3293168908035076,18.964645994058184,9.708808937363973
1,2001.25,2002.25,29336.29865,southern_andes,-27.666715103794544,39.4150818533622,-0.945925910076966,1.3425304005271006,,,,,,,,,-1.0018887193039303,0.2885205713410237,-29.30353156351542,8.591258775435483
2,2002.25,2003.25,29283.32645,southern_andes,1.7602548149105297,31.086377081810824,0.060292039305476,1.0594920610594554,,,,,-0.1403050875470639,0.9728312707359336,-4.096273882192793,28.544297920654213,-0.0422290018108945,0.3246621566572655,-1.2328958287490068,9.526018620481105
3,2003.25,2004.25,29230.35425,southern_andes,-36.91902171524326,30.41060929060161,-1.2668376077377663,1.0345533235505524,,,,,-1.3800416999618503,0.8715006949760293,-40.21809044634813,25.649400397476338,-1.4567516834825929,0.2887929071657776,-42.45362365919263,8.73522238995161
4,2004.25,2005.25,29177.38205,southern_andes,-39.98302842520679,30.42964947439152,-1.3744666458356356,1.034872903439193,,,,,-1.978904494961533,0.8750255469829148,-57.56603473248508,25.834713050219083,-1.073146964678648,0.2826490486679561,-31.217684127274087,8.438736600559206
5,2005.25,2006.25,29124.40985,southern_andes,4.979913645113462,30.3532383714854,0.1715021305447623,1.0344744200804172,,,,,0.6974681333471551,0.8710405073700784,20.252407729598247,25.577002751321736,-0.6575820402265405,0.2890505582390834,-19.094233783008285,8.534516878671706
6,2006.25,2007.25,29071.43765,southern_andes,-19.48909675742234,30.356499065352217,-0.6724036221632954,1.0340871693893736,,,,,-1.1834782199243838,0.8708448508224529,-34.30219704082272,25.608707010709896,-0.4644471923711174,0.2840542710010115,-13.461641151950294,8.361489704973428
7,2007.25,2008.25,29018.46545,southern_andes,-39.16288328364448,30.38291462564501,-1.3536458544889922,1.033367828763319,,,,,-2.321823110429714,0.8698383238550623,-67.17361647988314,25.741730986890314,-0.6885867665171806,0.2765683567222907,-19.921786099625503,8.175619694970987
8,2008.25,2009.25,28965.49325,southern_andes,-21.474045003071016,30.374799908901164,-0.743597245181699,1.0345971183234768,,,,,-1.247333869599696,0.8714769917569154,-36.02125185804522,25.633108741791524,-0.5429787887326123,0.2894911558342899,-15.680465494607876,8.52998461996048
9,2009.25,2010.25,28912.52105,southern_andes,22.43986207086317,30.37283956840029,0.7784649489614044,1.0344707336884145,,,,,1.5105355689833584,0.8751869682926677,43.54237126070006,25.770736101365564,-0.2567238390294597,0.2761866279475932,-7.400265799776138,8.111955747586489
10,2010.25,2011.25,28859.54885,southern_andes,-41.46092338400087,30.398215103203928,-1.440967793412914,1.0336301531892662,,,,,-2.2531273651107884,0.8714358604402532,-64.82916654091053,25.77319876442227,-0.93192638968395,0.2754581691691259,-26.814290242185027,8.192587356496679
11,2011.25,2012.25,28806.57665,southern_andes,-68.48886964027173,25.74658482853415,-2.3846969162086498,0.869707335215519,-2.563100926818087,0.7838897308629085,-73.61266082014104,23.292524680105124,-3.0383920615759163,0.9792820167917088,-87.26309679309453,29.062222719835717,-1.5525977602319452,0.2767851026114539,-44.59085130757963,8.421560109443014
12,2012.25,2013.25,28753.60445,southern_andes,-6.699737991309308,24.569432125737123,-0.2337062713666979,0.8373057725079001,0.0389071045254721,0.33179789916978,1.115363335338769,9.735346666629788,0.1203838373804923,0.976283389161426,3.451084834485165,28.645370449668807,-0.8604097560060586,0.2984597786502261,-24.665662143751867,8.843440163236277
13,2013.25,2014.25,28700.63225,southern_andes,1.0299979494658689,24.54393098955117,0.0359956265837815,0.8365126286821418,-0.1383200273486826,0.3365971975499376,-3.9579626210312484,9.877984340424817,0.5682935370799014,0.9679898371058444,16.26145266632864,28.413147851791052,-0.3219866299798739,0.3000785473941307,-9.213496196899778,8.816562138432676
14,2014.25,2015.25,28647.66005,southern_andes,0.2203104039170922,24.582116636954115,0.0077134859706895,0.8378158420644162,-0.2065941790574453,0.3424729109757319,-5.900684490516682,10.05272975459807,1.2701750021760485,0.9763117647756,36.27837904134841,28.703056858933277,-1.0404403652065344,0.2991903096325201,-29.716763339080437,8.903315252620688
15,2015.25,2016.25,28594.68785,southern_andes,-55.53786195913628,24.789800011003685,-1.948088301646059,0.8395766873231846,-0.859994980810653,0.4089259302169121,-24.51751416476082,12.06064074303231,-3.9446687927852513,0.9638519242891098,-112.45818308292658,28.83368369170986,-1.0396011313422728,0.3005643158328111,-29.637888629721424,8.94241236229658
16,2016.25,2017.25,28541.71565,southern_andes,-56.82758352165586,25.87559493341991,-1.9970270868925204,0.8765675519368947,-2.755566745261447,0.8272668953010363,-78.41265669035467,24.587201940343427,-2.0273820730658927,0.9769807100152712,-57.691367755424174,28.810081007746046,-1.2081324423502215,0.3450260358542334,-34.37872611918874,10.2682104217247
17,2017.25,2018.25,28488.74345,southern_andes,-27.98495015483808,22.91449116592298,-0.9852718733272614,0.7795219404669317,-0.3953616480660433,0.3546929990720235,-11.229566492037529,10.42208099745674,-1.2919513723625875,0.2664309920258212,-36.69565298352183,8.029708589827026,-1.2685025995531531,0.3386240321712052,-36.02963098895488,10.097470509023744
18,2018.25,2019.25,28435.77125,southern_andes,-35.323668979242335,23.126042428750026,-1.245964406743839,0.7858875230587775,-0.9865322591654588,0.4291531273039914,-27.96864723541758,12.669075851350517,-1.569433331703534,0.2664309920258212,-44.494163070809726,8.127676115363714,-1.1819276293625238,0.3820780563588618,-33.508196631499686,11.334946902589907
19,2019.25,2020.25,28382.79905,southern_andes,-15.6286513347072,26.301841810788595,-0.5522950129831063,0.8960324514010952,1.291286417108875,0.4858993907916717,36.540371924117295,14.373226021776999,-1.6147637304344329,1.2977850640913269,-45.69401993072644,38.14641929247784,-1.3334077256237615,0.3848270083647155,-37.732305997512476,11.447629866523318
20,2020.25,2021.25,28329.82685,southern_andes,-37.14565088489991,33.978437901170494,-1.3151306342828213,1.1563331749976111,,,,,-1.4933055506309652,1.299947105936688,-42.17817242046859,38.199633227088555,-1.4400738859035875,0.4693353339159971,-40.67465270733872,13.920000388982647
21,2021.25,2022.25,28276.85465,southern_andes,-26.560978717455868,41.40412330594703,-0.942145148442846,1.4104230886554998,,,,,-1.1160663674292297,1.935670279543697,-31.464169912195175,56.81573111845251,-1.071342097425373,0.8786729837865117,-30.203302215015437,25.82508436832835
22,2022.25,2023.25,28223.88245,southern_andes,-34.10549226630215,46.34157950638253,-1.2120273203643035,1.578359516430364,,,,,,,,,-1.2679901295912683,0.878677988146844,-35.6802415522482,25.842690532880432
23,2023.25,2024.25,28170.91025,southern_andes,-31.73951237094473,46.27604587358015,-1.1300670493320102,1.576267974682126,,,,,,,,,-1.1860298585589748,0.8749154083429921,-33.31130607718721,25.72461784180391
