,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
0,2000.0,2001.0,2487.7225,north_asia,-1.080260286232769,0.8628467375223158,-0.4355432805261984,0.3584007241857371
1,2001.0,2002.0,2477.3595,north_asia,-1.4461508906277596,0.4642033099651644,-0.5855033949740532,0.1908368946371753
2,2002.0,2003.0,2466.9965,north_asia,-1.8126640448908549,0.4799084268130042,-0.7369764813574434,0.196137145280496
3,2003.0,2004.0,2456.6335,north_asia,-1.1888583339096217,0.4536190901094223,-0.4853941952807035,0.1871621008711396
4,2004.0,2005.0,2446.2705,north_asia,-0.6822971442422603,0.4675436200386607,-0.2797524618911688,0.1940665748883751
5,2005.0,2006.0,2435.9075,north_asia,-0.4677001316080728,0.4404094044965673,-0.192580159127546,0.1830337959088941
6,2006.0,2007.0,2425.5445,north_asia,-1.428747391782475,0.4498761212875251,-0.5908143641052988,0.1848566514191595
7,2007.0,2008.0,2415.1815,north_asia,-1.5777937476631427,0.4502846785572411,-0.6552473889761403,0.1845037592595181
8,2008.0,2009.0,2404.8185,north_asia,-1.809613205272097,0.4484620024829141,-0.7547589892598286,0.1828055079830744
9,2009.0,2010.0,2394.4555,north_asia,0.5576392387479798,0.4573941543079026,0.2335884673233379,0.1900071771842891
10,2010.0,2011.0,2384.0925,north_asia,-1.1917324527366202,0.4496330697021289,-0.501372496226762,0.185480627859125
11,2011.0,2012.0,2373.7295,north_asia,-2.0353036532519986,0.4491079758448202,-0.8600086644511047,0.1820508668352048
12,2012.0,2013.0,2363.3665,north_asia,-2.1533664457790134,0.4505127662094217,-0.9138853342171872,0.1820639312642204
13,2013.0,2014.0,2353.0035,north_asia,-1.0480862244433895,0.4552395350517602,-0.4467651426256774,0.1882049671231218
14,2014.0,2015.0,2342.6405,north_asia,-0.92148370600797,0.4570056222839636,-0.3945361976941288,0.1892304079326443
15,2015.0,2016.0,2332.2775,north_asia,-1.8425859352764884,0.4723078806024736,-0.7924144216351845,0.1927921866381739
16,2016.0,2017.0,2321.9145,north_asia,-1.0744482175783248,0.4640354552028922,-0.4641347738525307,0.1918265932083297
17,2017.0,2018.0,2311.5515,north_asia,-2.198651977204632,0.4736042313250268,-0.9540206136641431,0.1917240736611681
18,2018.0,2019.0,2301.1885,north_asia,-1.3743745460741843,0.4685706391219811,-0.5990426583059552,0.1929041230981273
19,2019.0,2020.0,2290.8255,north_asia,-0.8939153389665193,0.4508994122222965,-0.3913895468815974,0.1867339327820309
20,2020.0,2021.0,2280.4625,north_asia,-1.1280726440761444,0.5153586991933266,-0.4961568301218633,0.2131967861339112
21,2021.0,2022.0,2270.0995,north_asia,-1.4223026616915622,0.5172330572767172,-0.6284228549974649,0.2132209364855899
22,2022.0,2023.0,2259.7365,north_asia,-2.1535062463990866,0.842980747935882,-0.955857554637069,0.3479632654982008
23,2023.0,2024.0,2249.3735,north_asia,-2.3869712832300958,1.083076644060902,-1.064364697309489,0.4480165855746617
