start_dates,end_dates,changes
1999.75,2000.75,-1.2494400814739217
2000.75,2001.75,-0.7126931611745507
2001.75,2002.75,0.3450304075556644
2002.75,2003.75,0.21547099603652708
2003.75,2004.75,0.5118131214081413
2004.75,2005.75,0.3393231706131552
2005.75,2006.75,-0.7516592752973096
2006.75,2007.75,-1.4341671559554334
2007.75,2008.75,-0.4166093773383526
2008.75,2009.75,-0.2874007495546153
2009.75,2010.75,-0.8292552563007903
2010.75,2011.75,-0.6876419034922021
2011.75,2012.75,-1.3156857183318227
2012.75,2013.75,-0.26457539036266897
2013.75,2014.75,-1.1382533327336002
2014.75,2015.75,-1.11711279944321
2015.75,2016.75,-0.9290336572564767
2016.75,2017.75,-0.9143570509739644
2017.75,2018.75,-0.35820383298247166
2018.75,2019.75,-0.8061258924944308
2019.75,2020.75,-1.5299542511750643
2020.75,2021.75,-0.22992303725436125
2021.75,2022.75,-0.8946351171851993
2022.75,2023.75,-0.50305603829495
2023.75,2024.75,-0.8454171343117232
