start_dates,end_dates,changes
2000.0,2001.0,-1.5256898932375544
2001.0,2002.0,-0.7523721686565512
2002.0,2003.0,0.37365223753705923
2003.0,2004.0,0.3913096299000091
2004.0,2005.0,0.6360925487896293
2005.0,2006.0,0.21662349351873258
2006.0,2007.0,-1.080831020783592
2007.0,2008.0,-1.5967452192637428
2008.0,2009.0,-0.5404262217384886
2009.0,2010.0,-0.4336528707431656
2010.0,2011.0,-0.8591613718604939
2011.0,2012.0,-0.7173569958488278
2012.0,2013.0,-1.8119059633143595
2013.0,2014.0,-0.2524468555698191
2014.0,2015.0,-1.3141644056080215
2015.0,2016.0,-1.5419156322181675
2016.0,2017.0,-0.7850001980956869
2017.0,2018.0,-0.835159306231931
2018.0,2019.0,-0.7279796066933246
2019.0,2020.0,-0.9227565189113288
2020.0,2021.0,-1.5198827979446523
2021.0,2022.0,-0.4267280863623179
2022.0,2023.0,-0.9122480213138149
2023.0,2024.0,-0.7397455813287596
