,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
0,2000.0,2001.0,981.5995,new_zealand,1.3072247492077786,11.930988858313578,1.3357364422856943,10.298373453885894
1,2001.0,2002.0,973.5817,new_zealand,0.2685178086258831,11.932425371903753,0.2766339856057634,10.299761434702043
2,2002.0,2003.0,965.5639,new_zealand,7.14556019434152,9.699634073964663,7.422669155792744,8.366797311366865
3,2003.0,2004.0,957.5461,new_zealand,4.933925751946746,9.197850159637582,5.168181530008005,7.93649557436729
4,2004.0,2005.0,949.5283000000001,new_zealand,3.156239838511388,9.198586648058388,3.334010212924005,7.938818890622093
5,2005.0,2006.0,941.5105,new_zealand,-1.7980210863670911,9.196458523767244,-1.915466030924368,7.937771226019607
6,2006.0,2007.0,933.4927,new_zealand,1.86332387991754,9.19491570956522,2.0020838641087813,7.93641138626931
7,2007.0,2008.0,925.4748999999999,new_zealand,5.54189346533408,9.193809942096893,6.006180365186174,7.932259151384612
8,2008.0,2009.0,917.4571,new_zealand,-0.5235463454062768,9.197147670310624,-0.5723665014286667,7.938713228093939
9,2009.0,2010.0,909.4393,new_zealand,-6.882518746062649,9.237582466595809,-7.590642312638917,7.968112954625659
10,2010.0,2011.0,901.4214999999999,new_zealand,3.2625951551141146,9.197080237149938,3.6302799437233166,7.937438301935578
11,2011.0,2012.0,893.4037000000001,new_zealand,1.7597194317461389,9.716699600150102,1.9756068563088036,8.386865613887807
12,2012.0,2013.0,885.3859,new_zealand,0.1432959060159992,9.701784872385238,0.1623327040534898,8.374333177479233
13,2013.0,2014.0,877.3681,new_zealand,-3.6184221619919343,9.692377872263917,-4.136587701637136,8.364757921564893
14,2014.0,2015.0,869.3503000000001,new_zealand,0.5392644899708359,9.705517296261018,0.622173997553243,8.377524865877907
15,2015.0,2016.0,861.3325,new_zealand,-1.2573927514939989,9.685771084163909,-1.4642153643743896,8.360336638906379
16,2016.0,2017.0,853.3147,new_zealand,-3.52042481731794,9.68979555070774,-4.138001924648353,8.362606451388265
17,2017.0,2018.0,845.2969,new_zealand,0.162897103511314,8.686822851188914,0.1932897959370674,7.498242604610513
18,2018.0,2019.0,837.2791,new_zealand,-0.3918151784027302,8.688782338688588,-0.4693705610057463,7.499918216643488
19,2019.0,2020.0,829.2613,new_zealand,-4.54649899050031,9.7218272127182,-5.499086390607608,8.389341074815885
20,2020.0,2021.0,821.2435,new_zealand,-3.0814552189583395,9.7107443852499,-3.763472589021191,8.381013982153224
21,2021.0,2022.0,813.2257,new_zealand,3.578245766358972,11.031811870273152,4.413304700986814,9.521128780825832
22,2022.0,2023.0,805.2079,new_zealand,0.1883663918130124,11.950136786997946,0.2346390185530643,10.315052796551695
23,2023.0,2024.0,797.1901,new_zealand,-0.3069441596756183,11.95048634605642,-0.3861911518526282,10.315349224400816
