start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,remarks
1999.74794520548,2000.7486338797808,1.274,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2000.7486338797808,2001.74794520548,0.834,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2001.74794520548,2002.74794520548,0.484,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2002.74794520548,2003.74794520548,0.2315,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2003.74794520548,2004.7486338797808,-0.8185,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2004.7486338797808,2005.74794520548,-0.011,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2005.74794520548,2006.74794520548,0.8165,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2006.74794520548,2007.74794520548,0.7965,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2007.74794520548,2008.7486338797808,1.994,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2008.7486338797808,2009.74794520548,0.2265,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2009.74794520548,2010.74794520548,0.4165,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2010.74794520548,2011.74794520548,0.0665,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2011.74794520548,2012.7486338797808,1.744,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2012.7486338797808,2013.74794520548,-0.241,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2013.74794520548,2014.74794520548,0.054,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2014.74794520548,2015.74794520548,-0.1735,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2015.74794520548,2016.7486338797808,0.029,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2016.7486338797808,2017.74794520548,-0.2135,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2017.74794520548,2018.74794520548,-0.4785,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2018.74794520548,2019.74794520548,-1.046,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2019.74794520548,2020.7486338797808,0.259,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2020.7486338797808,2021.74794520548,0.5215,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2021.74794520548,2022.74794520548,0.0915,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2022.74794520548,2023.74794520548,-0.0985,0.6641972417822893,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
2023.74794520548,2024.7459016393443,-0.1055,0.6641972417822892,86725.053,3.571,Assumed hydrological year: 1 Oct - 30 Sept
