start_dates,end_dates,changes,errors
2000.0,2001.0,8.520561511333366,16.839136371157668
2001.0,2002.0,-10.135264008884114,14.885396153035108
2002.0,2003.0,-7.559565368253383,14.937237335931313
2003.0,2004.0,-8.909309986619624,10.754898856266704
2004.0,2005.0,-25.415433061223954,9.031746205615052
2005.0,2006.0,-14.262314530219756,9.041563364971067
2006.0,2007.0,-5.906868854676552,8.928936517134769
2007.0,2008.0,-16.059322296945,8.716620342785447
2008.0,2009.0,2.6175718332489137,8.805200857702058
2009.0,2010.0,3.3557761772382086,8.983526015296611
2010.0,2011.0,1.8542144296614234,10.862518641577593
2011.0,2012.0,-28.461897447486116,8.860161466769137
2012.0,2013.0,-8.370404172447332,8.583481607975136
2013.0,2014.0,-24.014777648456928,8.936085447686843
2014.0,2015.0,1.6601520957124094,8.69840017325333
2015.0,2016.0,-19.014253134578333,8.974768119187862
2016.0,2017.0,-38.72718906313761,9.225116870767984
2017.0,2018.0,-9.233255146917507,8.551887459072656
2018.0,2019.0,-19.859381922290396,8.902416608175306
2019.0,2020.0,-27.585599486856974,9.034257537471273
2020.0,2021.0,-60.48658007424229,10.990009980920936
2021.0,2022.0,-4.299251348725372,10.868290597912276
2022.0,2023.0,-40.06895316294496,12.697516588790245
2023.0,2024.0,-34.07988782363293,18.705196540777372
