start_dates,end_dates,errors
2010.75,2011.75,0.24615932569579776
2011.75,2012.75,0.14486830528834885
2012.75,2013.75,0.04922184715293249
2013.75,2014.75,0.09920945855823843
2014.75,2015.75,0.19090600699862723
2015.75,2016.75,0.050805613166433866
2016.75,2017.75,0.06510464048809214
2017.75,2018.75,0.051005778742680905
2018.75,2019.75,0.15968790562972854
