start_dates,end_dates,changes
1999.75,2000.75,0.012235455269467566
2000.75,2001.75,-0.5817169594164865
2001.75,2002.75,-0.8273708053402953
2002.75,2003.75,-0.6845370747534295
2003.75,2004.75,-0.21220868488582256
2004.75,2005.75,-0.1672144951948789
2005.75,2006.75,-0.5843323821169211
2006.75,2007.75,-0.6443275174779036
2007.75,2008.75,-0.8229754427003609
2008.75,2009.75,0.07561589009588177
2009.75,2010.75,-0.29957651995612167
2010.75,2011.75,-0.8528991391861324
2011.75,2012.75,-0.946567477989014
2012.75,2013.75,-0.32392559960560313
2013.75,2014.75,-0.322962125948835
2014.75,2015.75,-1.033385902459027
2015.75,2016.75,-0.24786209310426843
2016.75,2017.75,-1.0313696137427482
2017.75,2018.75,-0.6814365047988576
2018.75,2019.75,-0.3697567042448472
2019.75,2020.75,-0.5493770357988732
2020.75,2021.75,-0.4468173174074728
2021.75,2022.75,-1.033102641570871
2022.75,2023.75,-0.9118106637144864
2023.75,2024.75,-0.7249970151937386
