start_dates,end_dates,changes
2000.0,2001.0,-0.9197019532932535
2001.0,2002.0,-1.5411560324271427
2002.0,2003.0,-2.0085191046709197
2003.0,2004.0,-1.336703644847172
2004.0,2005.0,-0.6073020718796399
2005.0,2006.0,-0.4421699496148143
2006.0,2007.0,-1.4369095884292484
2007.0,2008.0,-1.557601170678171
2008.0,2009.0,-1.7288465569663263
2009.0,2010.0,0.4721992168201645
2010.0,2011.0,-1.278298719425217
2011.0,2012.0,-2.1266620946428576
2012.0,2013.0,-2.082237426114749
2013.0,2014.0,-0.9064403927766196
2014.0,2015.0,-0.767634846208976
2015.0,2016.0,-1.909253935034598
2016.0,2017.0,-1.0968359067228153
2017.0,2018.0,-2.2294598328075734
2018.0,2019.0,-1.4296283286683342
2019.0,2020.0,-0.8149763258916679
2020.0,2021.0,-1.0545339240245573
2021.0,2022.0,-1.2541491015757213
2022.0,2023.0,-2.0841941491880918
2023.0,2024.0,-2.383431710308152
