start_dates,end_dates,changes
2000.0,2001.0,-0.37080878650146304
2001.0,2002.0,-0.6239681453842845
2002.0,2003.0,-0.8166054524398676
2003.0,2004.0,-0.5457573636092297
2004.0,2005.0,-0.2490033135176266
2005.0,2006.0,-0.1820678539590348
2006.0,2007.0,-0.5941895884796716
2007.0,2008.0,-0.6468615442700759
2008.0,2009.0,-0.7210725895012671
2009.0,2010.0,0.19779865487219056
2010.0,2011.0,-0.5377916984722222
2011.0,2012.0,-0.8986117746265077
2012.0,2013.0,-0.8836982900957205
2013.0,2014.0,-0.38638612159566177
2014.0,2015.0,-0.32866531601828164
2015.0,2016.0,-0.8210853690566787
2016.0,2017.0,-0.4738056959762406
2017.0,2018.0,-0.9673884998110736
2018.0,2019.0,-0.6231258843095254
2019.0,2020.0,-0.356827096488514
2020.0,2021.0,-0.46381251397908857
2021.0,2022.0,-0.5541267553189984
2022.0,2023.0,-0.9250926140395432
2023.0,2024.0,-1.0627863806836724
