start_dates,end_dates,changes
1999.75,2000.75,1.9739061923255945
2000.75,2001.75,-2.954599061575545
2001.75,2002.75,-3.662915327298151
2002.75,2003.75,-4.465244633504555
2003.75,2004.75,-1.152940037654685
2004.75,2005.75,-0.11790530197168758
2005.75,2006.75,-6.075712808530634
2006.75,2007.75,0.29955024949902787
2007.75,2008.75,0.38013465423922127
2008.75,2009.75,-1.3306269583265946
2009.75,2010.75,-3.2510638802744274
2010.75,2011.75,-3.368237386891159
2011.75,2012.75,1.928334087325465
2012.75,2013.75,-3.6300631349031636
2013.75,2014.75,-2.8312481981486695
2014.75,2015.75,1.9932082964137219
2015.75,2016.75,-1.347514443344338
2016.75,2017.75,0.5846802350550608
2017.75,2018.75,-4.487358618461045
2018.75,2019.75,-2.205787546988391
2019.75,2020.75,1.2959692021625322
2020.75,2021.75,-2.7102593415740994
2021.75,2022.75,-1.1337447421945785
2022.75,2023.75,-3.397359660490597
2023.75,2024.75,-1.5476233527354708
