start_dates,end_dates,changes
2000.0,2001.0,0.28608040024211157
2001.0,2002.0,-0.7469523730077972
2002.0,2003.0,-1.3711919772216228
2003.0,2004.0,-1.4394590611499332
2004.0,2005.0,-0.22972160089345173
2005.0,2006.0,-0.3530808010273277
2006.0,2007.0,-1.80178692313833
2007.0,2008.0,0.07507327298797695
2008.0,2009.0,0.07737158870676336
2009.0,2010.0,-0.6425339304253037
2010.0,2011.0,-0.9723399255832847
2011.0,2012.0,-1.099489352181635
2012.0,2013.0,0.5657374255464349
2013.0,2014.0,-1.158220910612434
2014.0,2015.0,-0.9920014590321544
2015.0,2016.0,0.627551993559962
2016.0,2017.0,-0.4209867829966101
2017.0,2018.0,-0.010700252270305355
2018.0,2019.0,-1.4997057694956732
2019.0,2020.0,-0.5123434713666368
2020.0,2021.0,0.177028371046039
2021.0,2022.0,-0.8708079442592027
2022.0,2023.0,-0.5301082528527918
2023.0,2024.0,-1.1398638483122103
