start_dates,end_dates,changes
1990.75,1991.75,-0.1643543899386189
1991.75,1992.75,-0.23655438993861883
1992.75,1993.75,-0.7159543899386188
1993.75,1994.75,-0.48935438993861885
1994.75,1995.75,-0.2248543899386189
1995.75,1996.75,1.2724456100613812
1996.75,1997.75,0.38374561006138114
1997.75,1998.75,-1.2366543899386189
1998.75,1999.75,1.947245610061381
1999.75,2000.75,1.2506422810793145
2000.75,2001.75,-0.1122054638852221
2001.75,2002.75,0.6644132819160208
2002.75,2003.75,-0.2904266993787805
2003.75,2004.75,-0.5732974355389199
2004.75,2005.75,-1.0241197899782377
2005.75,2006.75,-0.2906767047254739
2006.75,2007.75,0.7236029092490383
2007.75,2008.75,0.8399759638988175
2008.75,2009.75,-0.2908184418945846
2009.75,2010.75,1.0544649994281468
2010.75,2011.75,1.6389469477051635
2011.75,2012.75,1.262439930721178
2012.75,2013.75,-0.5107165733433949
2013.75,2014.75,-0.2835528114880473
2014.75,2015.75,-1.3900055649952279
2015.75,2016.75,-0.09630918200531788
2016.75,2017.75,0.41421483068661535
2017.75,2018.75,0.13343998296596177
2018.75,2019.75,-0.6431545200499215
2019.75,2020.75,0.13206057159860868
2020.75,2021.75,-0.8834150906153525
2021.75,2022.75,-0.04600335230942909
2022.75,2023.75,-1.7779170115931704
2023.75,2024.75,-0.4372935480002151
