,start_dates,end_dates,glacier_area,region,combined_gt,combined_mwe
0,2000.0,2001.0,981.5995,new_zealand,0.0879743435703125,0.0898931394653015
1,2001.0,2002.0,973.5817,new_zealand,-0.9407736413455302,-0.9692093172146304
2,2002.0,2003.0,965.5639,new_zealand,-1.020883713895824,-1.060474175388845
3,2003.0,2004.0,957.5461,new_zealand,-1.4815955888514944,-1.551939640401438
4,2004.0,2005.0,949.5283000000001,new_zealand,-0.534730129084154,-0.5648479845453
5,2005.0,2006.0,941.5105,new_zealand,0.1857570750016101,0.1978905419226048
6,2006.0,2007.0,933.4927,new_zealand,0.8406476913557156,0.9032499375997152
7,2007.0,2008.0,925.4748999999999,new_zealand,-0.5992142058732299,-0.6494149734867671
8,2008.0,2009.0,917.4571,new_zealand,-2.1815863332370533,-2.385017005802053
9,2009.0,2010.0,909.4393,new_zealand,-0.1010482490554047,-0.1114448275693877
10,2010.0,2011.0,901.4214999999999,new_zealand,-1.489786079497439,-1.6576805480631496
11,2011.0,2012.0,893.4037000000001,new_zealand,-1.8505679072267331,-2.077600883201244
12,2012.0,2013.0,885.3859,new_zealand,-0.2441112063576639,-0.2765412726681431
13,2013.0,2014.0,877.3681,new_zealand,0.0497800113362103,0.0569086119479675
14,2014.0,2015.0,869.3503000000001,new_zealand,-0.2056041796257262,-0.2372149042454312
15,2015.0,2016.0,861.3325,new_zealand,-0.1545894695964328,-0.1800171635192258
16,2016.0,2017.0,853.3147,new_zealand,-1.3500601973377886,-1.5868970322823306
17,2017.0,2018.0,845.2969,new_zealand,-0.5357355420070524,-0.6356909445206014
18,2018.0,2019.0,837.2791,new_zealand,-2.020976853697841,-2.421006361894361
19,2019.0,2020.0,829.2613,new_zealand,-1.8455830286413597,-2.2322715867184746
20,2020.0,2021.0,821.2435,new_zealand,-1.3979458572570234,-1.7073527086663358
21,2021.0,2022.0,813.2257,new_zealand,-0.0666513400570155,-0.0822058325803627
22,2022.0,2023.0,805.2079,new_zealand,-1.8364658742589812,-2.287597836295951
23,2023.0,2024.0,797.1901,new_zealand,-1.2971385849938588,-1.6320344546730214
