,start_dates,end_dates,glacier_area,region,combined_gt,combined_mwe
0,2000.0,2001.0,2140.639,central_europe,-0.5934003711822098,-0.2780412432778797
1,2001.0,2002.0,2121.1834,central_europe,0.4019665729881809,0.1900713070317526
2,2002.0,2003.0,2101.7278,central_europe,-0.7554326466468112,-0.3605156499993134
3,2003.0,2004.0,2082.2722,central_europe,-4.0975870621061805,-1.9737653955826773
4,2004.0,2005.0,2062.8166,central_europe,-1.4388937785429576,-0.6996373060453491
5,2005.0,2006.0,2043.3609999999999,central_europe,-1.8171159119364328,-0.8919538265265944
6,2006.0,2007.0,2023.9054,central_europe,-2.3588428656706264,-1.1689976654708405
7,2007.0,2008.0,2004.4497999999999,central_europe,-1.5790536047853114,-0.7901445173856915
8,2008.0,2009.0,1984.9942,central_europe,-1.5093602965005972,-0.7626732624750852
9,2009.0,2010.0,1965.5386,central_europe,-1.5827261116565263,-0.8076608505112504
10,2010.0,2011.0,1946.083,central_europe,-1.034331703816413,-0.5330934168399731
11,2011.0,2012.0,1926.6274,central_europe,-2.4940224073254904,-1.2983968712841731
12,2012.0,2013.0,1907.1718,central_europe,-2.7965827240695345,-1.4707629995479157
13,2013.0,2014.0,1887.7161999999998,central_europe,-0.5687006031528771,-0.3021703361283247
14,2014.0,2015.0,1868.2606,central_europe,-0.3477905848183988,-0.1867175789644758
15,2015.0,2016.0,1848.805,central_europe,-2.9636622375676023,-1.607838564640458
16,2016.0,2017.0,1829.3494,central_europe,-1.3798379610635578,-0.7565476178887018
17,2017.0,2018.0,1809.8937999999998,central_europe,-2.5871083005234867,-1.4337266526145749
18,2018.0,2019.0,1790.4382,central_europe,-2.4371975090104008,-1.3653255958889576
19,2019.0,2020.0,1770.9826,central_europe,-1.919024957544504,-1.08685390562919
20,2020.0,2021.0,1751.527,central_europe,-1.275594599025034,-0.7304671282362125
21,2021.0,2022.0,1732.0714,central_europe,-1.582979860184506,-0.9166730017324138
22,2022.0,2023.0,1712.6158,central_europe,-6.237435177272426,-3.653010668614841
23,2023.0,2024.0,1693.1602,central_europe,-4.375191438019658,-2.5918141163147377
