,start_dates,end_dates,glacier_area,region,combined_gt,combined_mwe
0,2000.0,2001.0,2487.7225,north_asia,-0.9197019532932535,-0.370808786501463
1,2001.0,2002.0,2477.3595,north_asia,-1.5411560324271427,-0.6239681453842845
2,2002.0,2003.0,2466.9965,north_asia,-2.00851910467092,-0.8166054524398676
3,2003.0,2004.0,2456.6335,north_asia,-1.336703644847172,-0.5457573636092297
4,2004.0,2005.0,2446.2705,north_asia,-0.6073020718796399,-0.2490033135176266
5,2005.0,2006.0,2435.9075,north_asia,-0.4421699496148143,-0.1820678539590348
6,2006.0,2007.0,2425.5445,north_asia,-1.4369095884292484,-0.5941895884796716
7,2007.0,2008.0,2415.1815,north_asia,-1.557601170678171,-0.6468615442700759
8,2008.0,2009.0,2404.8185,north_asia,-1.7288465569663265,-0.7210725895012671
9,2009.0,2010.0,2394.4555,north_asia,0.4721992168201645,0.1977986548721905
10,2010.0,2011.0,2384.0925,north_asia,-1.278298719425217,-0.5377916984722222
11,2011.0,2012.0,2373.7295,north_asia,-2.1266620946428576,-0.8986117746265077
12,2012.0,2013.0,2363.3665,north_asia,-2.082237426114749,-0.8836982900957205
13,2013.0,2014.0,2353.0035,north_asia,-0.9064403927766196,-0.3863861215956617
14,2014.0,2015.0,2342.6405,north_asia,-0.767634846208976,-0.3286653160182816
15,2015.0,2016.0,2332.2775,north_asia,-1.909253935034598,-0.8210853690566787
16,2016.0,2017.0,2321.9145,north_asia,-1.0968359067228153,-0.4738056959762406
17,2017.0,2018.0,2311.5515,north_asia,-2.229459832807573,-0.9673884998110736
18,2018.0,2019.0,2301.1885,north_asia,-1.4296283286683342,-0.6231258843095254
19,2019.0,2020.0,2290.8255,north_asia,-0.8149763258916679,-0.356827096488514
20,2020.0,2021.0,2280.4625,north_asia,-1.0545339240245573,-0.4638125139790885
21,2021.0,2022.0,2270.0995,north_asia,-1.2541491015757211,-0.5541267553189984
22,2022.0,2023.0,2259.7365,north_asia,-2.084194149188092,-0.9250926140395432
23,2023.0,2024.0,2249.3735,north_asia,-2.383431710308152,-1.0627863806836724
