,start_dates,end_dates,glacier_area,region,combined_gt,combined_mwe
0,2000.0,2001.0,2960.94345,scandinavia,0.8445266836084478,0.2860804002421115
1,2001.0,2002.0,2952.98115,scandinavia,-2.1991190686074744,-0.7469523730077972
2,2002.0,2003.0,2945.01885,scandinavia,-4.026071661226791,-1.3711919772216228
3,2003.0,2004.0,2937.05655,scandinavia,-4.215089346015239,-1.4394590611499332
4,2004.0,2005.0,2929.09425,scandinavia,-0.6708575916169709,-0.2297216008934517
5,2005.0,2006.0,2921.13195,scandinavia,-1.028301421986082,-0.3530808010273277
6,2006.0,2007.0,2913.16965,scandinavia,-5.233164247312704,-1.80178692313833
7,2007.0,2008.0,2905.20735,scandinavia,0.2174491141998074,0.0750732729879769
8,2008.0,2009.0,2897.24505,scandinavia,0.2234919590341321,0.0773715887067633
9,2009.0,2010.0,2889.28275,scandinavia,-1.850892814863128,-0.6425339304253037
10,2010.0,2011.0,2881.32045,scandinavia,-2.7932180431987925,-0.9723399255832847
11,2011.0,2012.0,2873.35815,scandinavia,-3.1497490108565325,-1.099489352181635
12,2012.0,2013.0,2865.39585,scandinavia,1.616198486336387,0.5657374255464349
13,2013.0,2014.0,2857.43355,scandinavia,-3.2996106704306336,-1.158220910612434
14,2014.0,2015.0,2849.47125,scandinavia,-2.818199598557766,-0.9920014590321544
15,2015.0,2016.0,2841.50895,scandinavia,1.7778450224721014,0.627551993559962
16,2016.0,2017.0,2833.5466499999998,scandinavia,-1.1893070315883585,-0.4209867829966101
17,2017.0,2018.0,2825.58435,scandinavia,-0.0301437619599587,-0.0107002522703053
18,2018.0,2019.0,2817.62205,scandinavia,-4.212927232509297,-1.4997057694956732
19,2019.0,2020.0,2809.65975,scandinavia,-1.4351922971850946,-0.5123434713666368
20,2020.0,2021.0,2801.69745,scandinavia,0.4944919959301292,0.177028371046039
21,2021.0,2022.0,2793.73515,scandinavia,-2.4255083424878463,-0.8708079442592027
22,2022.0,2023.0,2785.77285,scandinavia,-1.4723308948231677,-0.5301082528527918
23,2023.0,2024.0,2777.81055,scandinavia,-3.1568268459350413,-1.1398638483122103
