start_dates,end_dates,changes
2011.25,2012.25,-2.7936016261006724
2012.25,2013.25,-0.24669609740817577
2013.25,2014.25,-0.41960689055659106
2014.25,2015.25,-0.4858193874882585
2015.25,2016.25,-1.1203244069894591
2016.25,2017.25,-2.9571966917766033
2017.25,2018.25,-0.6674401272951216
2018.25,2019.25,-1.2379470793034129
2019.25,2020.25,0.9606709010958663
