,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,49724.54065,central_asia,-0.5051637720186367,17.1293954481665,-0.010189814060939,0.3484761492130481,-0.1527006966809928,0.4889010243488824,-7.570193083399154,24.03495496825902,,,,,,0.1323210685591147,0.2060364474213342,6.559865539361879,10.133050065302584
1,2000.75,2001.75,49635.79525,central_asia,-11.706057990085412,16.54469523922667,-0.236548679767394,0.3363708317824373,-0.1529737150609538,0.4889010243488824,-7.570193083399152,24.034954968259015,,,,,,-0.3201236444738342,0.0963839057136662,-15.841922896771667,4.803517759251417
2,2001.75,2002.75,49547.04985,central_asia,-8.190967783354886,16.54651055928143,-0.1658144057438083,0.3365153234293881,-0.1532477114658593,0.4889010243488824,-7.570193083399155,24.03495496825902,,,,,,-0.1783811000217572,0.0983807043872363,-8.811742483310612,4.855941360564168
3,2002.75,2003.75,49458.30445,central_asia,1.6459133704215654,16.596260492768337,0.0333789438737329,0.3376264007377175,-0.1535226911604598,0.4889010243488824,-7.570193083399152,24.034954968259015,,,,,,0.2202805789079256,0.1125826686706665,10.862019824242282,5.560597091644733
4,2003.75,2004.75,49369.55905,central_asia,-4.522753863801567,13.294538610630468,-0.0918858308632097,0.2704219424778788,-0.1254166946168448,0.2778625927536819,-6.17319161000991,13.661848221429363,,,,,,-0.0583549671095746,0.105058128844039,-2.8723161175932206,5.166138489611065
5,2004.75,2005.75,49280.81365,central_asia,-2.611809415112876,13.376807574079686,-0.0531579782545655,0.2721217649083135,-0.1256425463004128,0.2778625927536819,-6.173191610009913,13.661848221429363,,,,,,0.0193265897912816,0.1213512352200657,0.9495727797841585,5.965219960224801
6,2005.75,2006.75,49192.06825,central_asia,-16.360126969825814,13.298435214153708,-0.3335772537868563,0.2700280421270529,-0.1258692128835656,0.2778625927536819,-6.17319161000991,13.661848221429363,,,,,,-0.5412852946901471,0.1009241134816247,-26.54706232964172,5.13543885879394
7,2006.75,2007.75,49103.32285,central_asia,-12.279470427194363,13.2841679773889,-0.2508266034027293,0.2699612933876013,-0.1260966987846555,0.2778625927536819,-6.173191610009913,13.661848221429363,,,,,,-0.3755565080208032,0.1002072964020087,-18.385749244378818,5.010748232100546
8,2007.75,2008.75,49014.57745,central_asia,-19.7804395057123,13.325746647288216,-0.4047767096248607,0.2703482720389269,-0.1263250084540337,0.2778625927536819,-6.173191610009913,13.661848221429363,,,,,,-0.6832284107956876,0.1042969573856709,-33.387687401414695,5.391675813380125
9,2008.75,2009.75,48925.83205,central_asia,6.167393413615591,16.545387058670844,0.1264352798557637,0.3365371278110139,-0.1551935180507032,0.4889010243488824,-7.570193083399155,24.03495496825902,,,,,,0.4080640777622306,0.0986785942630555,19.904979910630335,4.951606516550275
