,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_gt,altimetry_gt_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_annual_variability,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,2000.25,2001.25,746.92015,new_zealand,0.0826824930669126,0.3190051431074541,0.1110309943140451,0.3611040276972962,,,,,,,,,,,0.1110309943140451,0.3611040276972962,0.08268249306691262,0.3190051431074541
1,2001.25,2002.25,740.80675,new_zealand,-0.9817598981665766,0.3226000695154417,-1.3292455019982456,0.3609513573538513,,,,,,,,,,,-1.3292455019982456,0.3609513573538513,-0.9817598981665766,0.3226000695154416
2,2002.25,2003.25,734.69335,new_zealand,-0.711162654231625,0.322179442702016,-0.9708847397589444,0.3624996884921096,,,,,,,,,,,-0.9708847397589444,0.3624996884921096,-0.711162654231625,0.322179442702016
3,2003.25,2004.25,728.57995,new_zealand,-1.2884465438321764,0.3283316666751635,-1.77375662667536,0.3644674973587541,,,,,,,,,,,-1.77375662667536,0.3644674973587541,-1.2884465438321764,0.3283316666751635
4,2004.25,2005.25,722.46655,new_zealand,0.6715143254710464,0.297003754301872,0.932271439088539,0.3340719855992782,,,,,,,,,,,0.9322714390885388,0.3340719855992782,0.6715143254710463,0.2970037543018721
5,2005.25,2006.25,716.35315,new_zealand,0.0831412472356474,0.298389810546143,0.1164110487964601,0.3377636880984771,,,,,,,,,,,0.1164110487964602,0.3377636880984771,0.08314124723564754,0.298389810546143
6,2006.25,2007.25,710.23975,new_zealand,0.1970689383298189,0.3254165867144825,0.2783030999069332,0.3682236029219649,,,,,,,,,,,0.2783030999069332,0.3682236029219649,0.19706893832981887,0.3254165867144824
7,2007.25,2008.25,704.12635,new_zealand,-1.5143081426460103,0.3092946193017988,-2.157091176685236,0.3394878487359815,,,,,,,,,,,-2.157091176685236,0.3394878487359815,-1.5143081426460105,0.30929461930179886
8,2008.25,2009.25,698.01295,new_zealand,-0.8130961515360694,0.3007301082310008,-1.1683777211808124,0.3373205799229667,,,,,,,,,,,-1.1683777211808124,0.3373205799229667,-0.8130961515360694,0.3007301082310007
9,2009.25,2010.25,691.89955,new_zealand,-0.1596936097786811,0.2998946291344214,-0.2314991130940998,0.339379667690762,,,,,,,,,,,-0.2314991130940999,0.339379667690762,-0.1596936097786812,0.2998946291344214
10,2010.25,2011.25,685.78615,new_zealand,-1.7787253573853965,0.3065873734475635,-2.6015071756054917,0.332152696298974,,,,,,,,,,,-2.6015071756054917,0.332152696298974,-1.7787253573853967,0.3065873734475635
11,2011.25,2012.25,679.67275,new_zealand,-0.7483184509781017,0.3005742032953026,-1.104311098925901,0.3376227060538618,,,,,,,,,,,-1.104311098925901,0.3376227060538618,-0.7483184509781017,0.3005742032953026
12,2012.25,2013.25,673.55935,new_zealand,0.0189020478904745,0.3028013833022268,0.0281473706280938,0.3427889858897688,,,,,,,,,,,0.0281473706280937,0.3427889858897688,0.01890204789047448,0.30280138330222683
13,2013.25,2014.25,667.44595,new_zealand,-0.0069557435432971,0.3052483710329567,-0.0104527918163097,0.345560578921685,,,,,,,,,,,-0.0104527918163097,0.345560578921685,-0.006955743543297085,0.3052483710329568
14,2014.25,2015.25,661.33255,new_zealand,-0.0251337987294832,0.3128367045820514,-0.0381191384130643,0.3541484277438751,,,,,,,,,,,-0.0381191384130643,0.3541484277438751,-0.02513379872948322,0.3128367045820514
15,2015.25,2016.25,655.21915,new_zealand,-1.0623312896547883,0.3360169836491553,-1.6262160122679752,0.3756100917945926,,,,,,,,,,,-1.6262160122679752,0.3756100917945926,-1.0623312896547883,0.33601698364915533
16,2016.25,2017.25,649.1057500000001,new_zealand,0.0818572648822459,0.3322224708007666,0.1264872104569604,0.3760686784177343,,,,,,,,,,,0.1264872104569603,0.3760686784177343,0.08185726488224584,0.33222247080076656
17,2017.25,2018.25,642.99235,new_zealand,-1.7692173037339831,0.3511804964135769,-2.759816546049924,0.3847393924390975,,,,,,,,,,,-2.759816546049924,0.3847393924390975,-1.7692173037339833,0.35118049641357696
18,2018.25,2019.25,636.87895,new_zealand,-1.3961089617507776,0.3573263016170191,-2.198706506825281,0.3967223991735637,,,,,,,,,,,-2.198706506825281,0.3967223991735637,-1.3961089617507776,0.3573263016170191
19,2019.25,2020.25,630.7655500000001,new_zealand,-1.0901413954054424,0.3573391911267453,-1.7334834795378444,0.3997971123040401,,,,,,,,,,,-1.7334834795378444,0.3997971123040401,-1.0901413954054424,0.3573391911267451
20,2020.25,2021.25,624.65215,new_zealand,-0.3494857112814606,0.4303294913144375,-0.5611720431142585,0.4867588747023095,,,,,,,,,,,-0.5611720431142585,0.4867588747023095,-0.34948571128146066,0.43032949131443754
21,2021.25,2022.25,618.5387499999999,new_zealand,-1.0649623543917626,0.5768767883583873,-1.726919865500153,0.6502736431238878,,,,,,,,,,,-1.726919865500153,0.6502736431238878,-1.0649623543917626,0.5768767883583873
22,2022.25,2023.25,612.42535,new_zealand,-1.0468081533242943,0.5800025352871829,-1.7144261376615355,0.6539212040187949,,,,,,,,,,,-1.7144261376615355,0.6539212040187949,-1.0468081533242943,0.5800025352871829
23,2023.25,2024.25,606.31195,new_zealand,-0.7841599127763662,0.5730555546795231,-1.2972191479813917,0.6472155650689886,,,,,,,,,,,-1.2972191479813917,0.6472155650689886,-0.7841599127763663,0.5730555546795231
