start_dates,end_dates,changes
2010.75,2011.75,-1.1480910682531937
2011.75,2012.75,1.0039597276222467
2012.75,2013.75,-1.1825392039820941
2013.75,2014.75,-1.2878456766824673
2014.75,2015.75,-1.108889422633379
2015.75,2016.75,-1.1393075592009727
2016.75,2017.75,-0.6977383884236561
2017.75,2018.75,-1.2354172468621498
2018.75,2019.75,-1.4336303135382904
