start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed
1990.74794520548,1990.8328767123287,0.0542,0.0407,40888.2,42300.2
1990.8328767123287,1990.9150684931508,0.0308,0.0331,40888.2,42300.2
1990.9150684931508,1991.0,0.04,0.0376,40888.2,42300.2
1991.0,1991.0849315068488,0.0091,0.0061,40888.2,42300.2
1991.0849315068488,1991.1616438356164,0.0204,0.0196,40888.2,42300.2
1991.1616438356164,1991.2465753424656,0.0249,0.0163,40888.2,42300.2
1991.2465753424656,1991.328767123288,0.0201,0.0194,40888.2,42300.2
1991.328767123288,1991.4136986301369,0.0213,0.0262,40888.2,42300.2
1991.4136986301369,1991.495890410959,-0.0221,0.0933,40888.2,42300.2
1991.495890410959,1991.580821917808,-0.6501,0.1593,40888.2,42300.2
1991.580821917808,1991.6657534246576,-0.2115,0.2011,40888.2,42300.2
1991.6657534246576,1991.74794520548,0.0793,0.0891,40888.2,42300.2
1991.74794520548,1991.8328767123287,0.0935,0.0431,40888.2,42177.5
1991.8328767123287,1991.9150684931508,0.052,0.0277,40888.2,42177.5
1991.9150684931508,1992.0,0.0331,0.0384,40888.2,42177.5
1992.0,1992.084699453552,0.042,0.0289,40888.2,42177.5
1992.084699453552,1992.1639344262296,0.012,0.0037,40888.2,42177.5
1992.1639344262296,1992.2486338797808,0.0061,0.0113,40888.2,42177.5
1992.2486338797808,1992.330601092896,0.015,0.0145,40888.2,42177.5
1992.330601092896,1992.415300546448,0.0268,0.0285,40888.2,42177.5
1992.415300546448,1992.4972677595629,-0.0943,0.0737,40888.2,42177.5
1992.4972677595629,1992.5819672131147,-0.3279,0.1582,40888.2,42177.5
1992.5819672131147,1992.6666666666667,-0.2254,0.1557,40888.2,42177.5
1992.6666666666667,1992.7486338797808,-0.0123,0.0756,40888.2,42177.5
1992.7486338797808,1992.8333333333333,0.087,0.0426,40888.2,42062.3
1992.8333333333333,1992.915300546448,0.0257,0.0286,40888.2,42062.3
1992.915300546448,1993.0,0.0222,0.0167,40888.2,42062.3
