,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_gt,altimetry_gt_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_annual_variability,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_gt,gravimetry_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,2962.934025,scandinavia,4.785277513003428,23.43210326357908,1.6199066540576523,7.969272917706547,,,,,,,,,,0.6682044597716404,0.2752179803605267,1.9739061923255947,0.8151796391391314
1,2000.75,2001.75,2954.971725,scandinavia,-0.1507827460641299,23.42057312285661,-0.0511803392739472,7.965766376587753,,,,,,,,,,-1.0028825335599594,0.1409541279944772,-2.954599061575545,0.4399700337565782
2,2001.75,2002.75,2947.009425,scandinavia,-0.8666540169531547,23.42029454991954,-0.2949640387934068,7.965658407017304,,,,,,,,,,-1.246666233079419,0.1347143537569715,-3.662915327298151,0.4363741294467696
3,2002.75,2003.75,2939.047125,scandinavia,-28.000230044609207,16.88322344870139,-9.555642458470103,5.722517357674024,,,,,,-17.587430250768037,2.025738340787874,-51.53521545571385,6.489483931797764,-1.5238546661721688,0.1344321755731834,-4.465244633504555,0.4539487933450754
4,2003.75,2004.75,2931.084825,scandinavia,24.79515074796782,16.937759663268235,8.484831218779886,5.745390382288756,,,,,,17.36419529296802,2.269432783239255,50.743241533590314,7.138569569249561,-0.3945328554082492,0.1434769026319662,-1.152940037654685,0.42576469525085875
5,2004.75,2005.75,2923.122525,scandinavia,5.7536264491453215,16.823885447933954,1.9742378971768075,5.721275611734828,,,,,,3.988932559749839,2.012090856642912,11.625158200262332,5.944341911891108,-0.0404567653962238,0.1278166107604932,-0.1179053019716873,0.37584662890630244
6,2005.75,2006.75,2915.160225,scandinavia,-22.49619397083022,16.79653906326467,-7.740187120491246,5.699987149117304,,,,,,-13.389924892556246,1.7536219314755717,-38.916675133129814,5.510875327804687,-2.0904493484262474,0.1307376055423485,-6.075712808530634,0.48993906030082895
7,2006.75,2007.75,2907.197925,scandinavia,5.9663246549660425,16.741878333610604,2.058434837190636,5.693316075439805,,,,,,4.01352218581564,1.6645509845123594,11.633099060433059,4.928478148905282,0.103347488565631,0.1324007516955498,0.29955024949902775,0.3895664910940322
8,2007.75,2008.75,2899.235625,scandinavia,19.212259330453417,16.762285649976185,6.646603460893465,5.691791417631691,,,,,,13.161696917418675,1.643722086475227,38.044384006667606,5.193682684571832,0.1315100043682535,0.1303996525380769,0.3801346542392211,0.38386576812488593
9,2008.75,2009.75,2891.273325,scandinavia,-1.0726927123816594,16.834948095506146,-0.3721268634479823,5.725845783440044,,,,,,-0.2826471263234532,2.0634333904207818,-0.8147584664367247,6.066946646814716,-0.4616066005725115,0.1278694095337762,-1.3306269583265944,0.3817971379112894
10,2009.75,2010.75,2883.311025,scandinavia,1.6923804933118154,16.894524811514785,0.5887234839841671,5.746065900648097,,,,,,2.3083851120879157,2.277185834152032,6.6358248668980595,6.703490849228233,-1.1309381441195812,0.1280086510594841,-3.2510638802744274,0.40996849725436413
11,2010.75,2011.75,2875.348725,scandinavia,4.257293740006922,16.808522865450282,1.4850734504084937,5.716428683258629,,,,,,4.145090473758517,1.957081361983868,11.882824866905,5.784711324997227,-1.1749435729415298,0.1137027059867322,-3.368237386891159,0.37432778279398377
12,2011.75,2012.75,2867.386425,scandinavia,8.882984780139896,17.225744467875995,3.107259574162772,5.856844026685232,,,,,,5.539989730193171,3.2141658282576038,15.837635472954327,9.48325943856479,0.6745294181323722,0.1117767407848515,1.928334087325465,0.34249219488605126
13,2012.75,2013.75,2859.424125,scandinavia,-16.49160324138617,16.782224710399447,-5.784810576903357,5.7010485342831005,,,,,,-10.296292702336538,1.7681932840390204,-29.353143347869178,5.401954322607482,-1.2733284514701757,0.1190725448232642,-3.6300631349031645,0.3943443345561259
14,2013.75,2014.75,2851.461825,scandinavia,-9.189632861298664,16.699353658112358,-3.2324769823790294,5.677606286915769,,,,,,-5.469055132884123,1.4351998516676323,-15.548017524448658,4.29072028332368,-0.995898831873936,0.1179922977169146,-2.8312481981486695,0.3746868242711881
15,2014.75,2015.75,2843.499525,scandinavia,13.743379081666628,16.980659364814592,4.847805726822184,5.770702946230671,,,,,,8.992532062711046,2.514698730611882,25.493549866919533,7.50267346582651,0.703079390933322,0.1149281012015133,1.9932082964137219,0.3522964650915057
16,2015.75,2016.75,2835.537225,scandinavia,-1.612633308621796,16.672719347396757,-0.5704336207116995,5.67063155322163,,,,,,-0.6642135974929338,1.3205746045474205,-1.877752173899253,3.883826370530017,-0.4766536439304648,0.114890221693762,-1.3475144433443378,0.3444485957311908
17,2016.75,2017.75,2827.574925,scandinavia,3.3152342214938635,16.56016982290673,1.1759935419030514,5.6321355360529495,,,,,,2.1445869019289736,0.0607655379878942,6.045788207932667,0.35113854198442646,0.207400181877129,0.1139233730200006,0.5846802350550606,0.33622547225461596
18,2017.75,2018.75,2819.6126249999998,scandinavia,-1.7568046320222424,16.55955432305684,-0.6249407770106193,5.632129126260758,,,,,,0.3463877923990868,0.0607655379878942,0.973749354416561,0.18517520768739884,-1.5962693464203253,0.112648695232235,-4.487358618461045,0.40004665040227205
19,2018.75,2019.75,2811.650325,scandinavia,-13.217441866380392,16.772727535850393,-4.715100376822674,5.700282527426452,,,,,,-8.643323096142632,1.7586399099855317,-24.22909618577239,5.310692536336574,-0.7868776575027157,0.1137428528951953,-2.205787546988391,0.352138343493386
