start_dates,end_dates,changes,errors
1999.75,2000.75,0.1791660831277499,0.3211354907329481
2000.75,2001.75,-0.38592438447729643,0.290049401505894
2001.75,2002.75,-0.15403086949830572,0.28351849321969264
2002.75,2003.75,-0.5879379633282902,0.2006660714170548
2003.75,2004.75,-0.3837040905100135,0.16694435533220048
2004.75,2005.75,-0.32341052821191607,0.1666480542409073
2005.75,2006.75,-0.060696106865056554,0.16625578399902818
2006.75,2007.75,-0.19082389170635752,0.16635848478321166
2007.75,2008.75,0.2747522747246673,0.16619933017950483
2008.75,2009.75,-0.19521548304100098,0.16730315786045213
2009.75,2010.75,-0.007056159501294734,0.19976463867437605
2010.75,2011.75,-0.524965118008994,0.16743900947425594
2011.75,2012.75,0.09472633392104324,0.16510277460550374
2012.75,2013.75,-0.8744282620577282,0.1818211237153324
2013.75,2014.75,-0.47285858472081177,0.1746602193231365
2014.75,2015.75,-0.3389798331864434,0.16555334212215997
2015.75,2016.75,-0.7342842347868523,0.17076290153846915
2016.75,2017.75,-0.5573204344686933,0.16976954627500454
2017.75,2018.75,-0.6151141484608599,0.17572778470472175
2018.75,2019.75,-0.5454854370087998,0.17647250501162498
2019.75,2020.75,-1.3172050306051095,0.20400459965011314
2020.75,2021.75,-0.1732418010018221,0.20218436450659222
2021.75,2022.75,-1.3337114139194457,0.23111841101991562
2022.75,2023.75,-0.7197156785930316,0.337632193287194
2023.75,2024.75,-0.646490854773988,0.33115554378874923
