start_dates,end_dates,changes,errors
2000.0,2001.0,0.060491256360409765,0.27670445918544656
2001.0,2002.0,-0.2904725049798621,0.2600156281964412
2002.0,2003.0,-0.2173408511454381,0.2601377052145498
2003.0,2004.0,0.24672635255226047,0.2611296101843573
2004.0,2005.0,0.1667925067944912,0.254756026597588
2005.0,2006.0,0.06582210244439915,0.2615861694868337
2006.0,2007.0,-0.5154924907058607,0.25869346507890884
2007.0,2008.0,-0.436199160630047,0.2547497309987812
2008.0,2009.0,-0.6446144682395528,0.2519772786017514
2009.0,2010.0,0.47317144019635554,0.26307444781987155
2010.0,2011.0,-0.22101572194251515,0.2633208769516786
2011.0,2012.0,0.09629287970447566,0.2610215269130811
2012.0,2013.0,-0.2567162467555985,0.2516646552314548
2013.0,2014.0,-0.19747504617755737,0.256163241022585
2014.0,2015.0,-0.06118389768427851,0.2528922722986519
2015.0,2016.0,-0.4101391892970858,0.2588752950892953
2016.0,2017.0,-0.036850287899768075,0.2640939923386611
2017.0,2018.0,-0.24412416988166516,0.2586408015457544
2018.0,2019.0,-0.523289974599141,0.2735056689341799
2019.0,2020.0,-0.4360062227817343,0.26221287410926647
2020.0,2021.0,0.09561333332230493,0.2618959640611982
2021.0,2022.0,-0.24390583583807146,0.35581640170087775
2022.0,2023.0,-0.8531072547271961,0.38335507493706916
2023.0,2024.0,-0.8443091442107833,0.3805524099644329
