,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors
0,2000.0,2001.0,127665.25695,antarctic_and_subantarctic,-19.39400503159933,55.26336466117184,-0.152370054176695,0.4171172657847729
1,2001.0,2002.0,127306.51605,antarctic_and_subantarctic,-31.5267531192566,53.665859847951545,-0.2483896265039304,0.4049471739833512
2,2002.0,2003.0,126947.77515,antarctic_and_subantarctic,-16.521210613395887,54.47346811065257,-0.130533389529407,0.4111713041167559
3,2003.0,2004.0,126589.03425,antarctic_and_subantarctic,-29.824429751982148,38.21486481311707,-0.2363093489575975,0.2882631538870851
4,2004.0,2005.0,126230.29334999999,antarctic_and_subantarctic,10.490007275767162,37.8641058007727,0.0833521947268958,0.2858075826075331
5,2005.0,2006.0,125871.55245,antarctic_and_subantarctic,-0.2061686008879012,40.4290401088483,-0.0016428570536096,0.3051976101458565
6,2006.0,2007.0,125512.81155,antarctic_and_subantarctic,-82.18509811946434,39.73280645974248,-0.6567647898839573,0.2983333486043001
7,2007.0,2008.0,125154.07065,antarctic_and_subantarctic,-11.470246634669811,38.249300100600834,-0.0919247840495396,0.2887103679687496
8,2008.0,2009.0,124795.32975,antarctic_and_subantarctic,-9.881790656837852,38.97932613976815,-0.0794222448259163,0.2942301322229803
9,2009.0,2010.0,124436.58885,antarctic_and_subantarctic,-20.936619711003868,38.1597871613714,-0.1687575877864798,0.2879586828118152
10,2010.0,2011.0,124077.84795,antarctic_and_subantarctic,54.21030700577958,38.66441280829527,0.4382202640196784,0.2911584016324919
11,2011.0,2012.0,123719.10704999999,antarctic_and_subantarctic,-24.4381389928198,38.49729329958656,-0.1981235930272129,0.2904684965995724
12,2012.0,2013.0,123360.36615,antarctic_and_subantarctic,-8.619351625955192,37.970638468985015,-0.0700815647540168,0.2866207558260911
13,2013.0,2014.0,123001.62525,antarctic_and_subantarctic,-51.70546493032361,38.30956234475652,-0.421628966033091,0.2885384824921799
14,2014.0,2015.0,122642.88435000001,antarctic_and_subantarctic,19.933973614927385,37.40199909609912,0.1630258093434305,0.2822463083316638
15,2015.0,2016.0,122284.14345,antarctic_and_subantarctic,2.283226537095976,37.52343983437375,0.0187276678968201,0.2832620191306225
16,2016.0,2017.0,121925.40255,antarctic_and_subantarctic,32.05150100482808,38.31429567282506,0.2636689661628361,0.2889803588925416
17,2017.0,2018.0,121566.66165,antarctic_and_subantarctic,-48.82350016658605,39.1729266910567,-0.4028276398818788,0.2951404903203773
18,2018.0,2019.0,121207.92075,antarctic_and_subantarctic,-27.527888467851007,37.4623841656228,-0.2277963392069839,0.2826114836332635
19,2019.0,2020.0,120849.17985,antarctic_and_subantarctic,44.2391896994219,39.587863979926034,0.3671709371495559,0.2983807436332649
20,2020.0,2021.0,120490.43895,antarctic_and_subantarctic,-77.56111942977022,41.08938919248393,-0.6456487636406438,0.3087979684804273
21,2021.0,2022.0,120131.69805,antarctic_and_subantarctic,-31.32955393202853,41.91023687998913,-0.2615781339840413,0.3161580563281267
22,2022.0,2023.0,119772.95715,antarctic_and_subantarctic,-47.739787569614585,45.105722023451335,-0.3997850518401797,0.3400246284122881
23,2023.0,2024.0,119414.21625,antarctic_and_subantarctic,-60.368674418441095,64.50797994467965,-0.5070612804413475,0.4864354292282472
