start_dates,end_dates,changes
2000.0,2001.0,0.15781401141982915
2001.0,2002.0,-0.13232550094283274
2002.0,2003.0,-0.5609988445881209
2003.0,2004.0,-0.6984476100558282
2004.0,2005.0,-1.1006521294018081
2005.0,2006.0,-1.2537411760109183
2006.0,2007.0,-0.2967300351707955
2007.0,2008.0,0.13669414580949774
2008.0,2009.0,0.5053501509354559
2009.0,2010.0,-0.8775169467553976
2010.0,2011.0,-0.8893319440077325
2011.0,2012.0,-0.06079262259793744
2012.0,2013.0,-0.00913421262416425
2013.0,2014.0,-0.2776425996516236
2014.0,2015.0,-0.12240560997345845
2015.0,2016.0,-0.8749561029038354
2016.0,2017.0,-1.244788981141562
2017.0,2018.0,-0.3442725556313131
2018.0,2019.0,-0.054554058670953254
2019.0,2020.0,-0.4949905350137911
2020.0,2021.0,-0.3139377096055741
2021.0,2022.0,0.05379393571486296
2022.0,2023.0,0.0032866291704927164
2023.0,2024.0,-1.3469997704373884
