start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed
1990.74794520548,1991.74794520548,-0.1169,0.1852,105110.6,106097.0
1991.74794520548,1992.7486338797808,-0.1005,0.1499,105110.6,106020.7
1992.7486338797808,1993.74794520548,-0.2584,0.1054,105110.6,105905.3
1993.74794520548,1994.74794520548,-0.1407,0.0672,105110.6,105780.9
1994.74794520548,1995.74794520548,-0.2198,0.1603,105110.6,105669.7
1995.74794520548,1996.7486338797808,0.0789,0.2995,105110.6,105615.8
1996.7486338797808,1997.74794520548,0.0335,0.2569,105110.6,105623.6
1997.74794520548,1998.74794520548,-0.1569,0.2307,105110.6,105573.8
1998.74794520548,1999.74794520548,-0.331,0.1587,105110.6,105434.2
1999.74794520548,2000.7486338797808,-0.317,0.1187,105110.6,105254.1
2000.7486338797808,2001.74794520548,-0.2002,0.2118,105110.6,105112.6
2001.74794520548,2002.74794520548,0.0831,0.1661,105110.6,105069.3
2002.74794520548,2003.74794520548,-0.0554,0.3265,105110.6,105055.0
2003.74794520548,2004.7486338797808,0.1092,0.1689,105110.6,105047.1
2004.7486338797808,2005.74794520548,-0.4422,0.2292,105110.6,104944.4
2005.74794520548,2006.74794520548,-0.0684,0.1888,105110.6,104800.1
2006.74794520548,2007.74794520548,-0.5979,0.1752,105110.6,104617.3
2007.74794520548,2008.7486338797808,-0.6731,0.1758,105110.6,104286.6
2008.7486338797808,2009.74794520548,-0.5019,0.1013,105110.6,103983.5
2009.74794520548,2010.74794520548,-0.194,0.1888,105110.6,103798.7
2010.74794520548,2011.74794520548,-0.8372,0.1305,105110.6,103532.0
2011.74794520548,2012.7486338797808,-0.7577,0.2938,105110.6,103126.4
2012.7486338797808,2013.74794520548,0.1083,0.2293,105110.6,102949.1
2013.74794520548,2014.74794520548,-0.2931,0.2847,105110.6,102886.5
2014.74794520548,2015.74794520548,-0.5423,0.2468,105110.6,102667.6
2015.74794520548,2016.7486338797808,-0.2686,0.2337,105110.6,102455.6
2016.7486338797808,2017.74794520548,0.1078,0.2765,105110.6,102401.6
2017.74794520548,2018.74794520548,0.0906,0.1869,105110.6,102431.1
2018.74794520548,2019.74794520548,-0.6422,0.2614,105110.6,102279.9
2019.74794520548,2020.7486338797808,-0.5124,0.1008,105110.6,101989.2
2020.7486338797808,2021.74520547945,-0.3979,0.3307,105110.6,101759.9
