start_dates,end_dates,changes,errors
2000.0,2001.0,-0.7686271907974646,0.4497651021463156
2001.0,2002.0,-0.5389970364964083,0.39293798500172683
2002.0,2003.0,-0.161324485073616,0.36741420944564546
2003.0,2004.0,-0.21861187028167034,0.21682055553310883
2004.0,2005.0,-0.04165587037769464,0.20934799710877025
2005.0,2006.0,-0.5922590723198365,0.20994216952044217
2006.0,2007.0,-0.42453531499034447,0.2093700770275089
2007.0,2008.0,-0.8188132486620412,0.21054518554255003
2008.0,2009.0,-0.9145639992254271,0.20933259878804988
2009.0,2010.0,-0.9061108801290934,0.2105131722550023
2010.0,2011.0,-0.7379396068289663,0.22291404454323185
2011.0,2012.0,-1.0295691669204219,0.2175752290969059
2012.0,2013.0,-0.9576091185929451,0.2149173150431554
2013.0,2014.0,-0.23754817225891778,0.21000825315110153
2014.0,2015.0,-0.35876017630078394,0.21021060159912713
2015.0,2016.0,-0.6910528027099684,0.21377619018577304
2016.0,2017.0,-0.7228972701589947,0.21603439086245713
2017.0,2018.0,-0.16931013337752027,0.20715904512402777
2018.0,2019.0,-0.033820377746546774,0.20906742763629937
2019.0,2020.0,-1.2546870480280097,0.2397451895854855
2020.0,2021.0,-0.8710003568864564,0.21832138044773636
2021.0,2022.0,0.04967469660344722,0.21671428019806238
2022.0,2023.0,-0.6638749149714733,0.24824010022966603
2023.0,2024.0,-0.6161831737599962,0.3050570126628944
