,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_gt,gravimetry_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,105019.027875,arctic_canada_north,-52.071749948222994,25.972806932383875,-0.497323545178407,0.2465939929470476,,,,,,,,,-0.5175054248727532,0.1643597758212753,-54.184872890254866,17.435962913586167
1,2000.75,2001.75,104945.450175,arctic_canada_north,-25.022966673242955,22.08790660908753,-0.2391553079791799,0.2104327757136663,,,,,,,,,-0.259337187673526,0.1024084549488444,-27.13460913379409,10.817381072120181
2,2001.75,2002.75,104871.872475,arctic_canada_north,5.004796375566098,21.34614422500608,0.0478665615948923,0.2036790070714295,,,,,,,,,0.0276846819005462,0.08769650205142,2.8946343964956665,9.191353006330953
3,2002.75,2003.75,104798.294775,arctic_canada_north,-14.221767406774298,12.109221069636414,-0.1361144388911115,0.1153513766909509,-0.0319080935151797,0.0831340083347754,-3.3338820485423324,8.713678442534228,-0.2317169696682627,0.0465349158909566,-24.210692661789338,5.024657496168391,-0.1447182534898921,0.0964018405065371,-15.120727509991214,10.130745272701649
4,2003.75,2004.75,104724.717075,arctic_canada_north,7.255102559097975,11.788358271352877,0.0694863023975899,0.1124357130248178,0.0503191689165148,0.052426012393854,5.253851746046452,5.500295580706985,0.0439325892089609,0.0443969926919875,4.587025491354786,4.658261985789032,0.1142071490672939,0.0875964724537102,11.924430439892657,9.199072610102364
5,2004.75,2005.75,104651.139375,arctic_canada_north,-27.4862928359448,11.890706105923236,-0.263437168482822,0.1127052152049391,-0.1605650626035642,0.052426012393854,-16.75290679504535,5.5575078762814085,-0.3728965111553442,0.0443519189271478,-38.90697262708506,5.038576462896624,-0.2568499316895575,0.0906820046803,-26.798999085703997,9.597083802675838
6,2005.75,2006.75,104577.561675,arctic_canada_north,-12.230441637147605,11.80616655539098,-0.1173028245329793,0.1125076904540958,-0.114449118193991,0.052426012393854,-11.932903287431714,5.526321519047657,-0.1719379631810159,0.0445645200277123,-17.92691038999006,4.755408505122252,-0.0655213922239311,0.0883400030131583,-6.831511234021028,9.263948879548675
7,2006.75,2007.75,104503.983975,arctic_canada_north,-59.95720466221415,12.192026525309863,-0.5754576546014252,0.112769101231077,-0.5480318138845385,0.052426012393854,-57.09969337229205,6.191541127840922,-0.6289019096317392,0.0442922809030515,-65.52558682074415,5.68144524241449,-0.5494392402879977,0.0914229427464606,-57.2463337936062,9.999160510003374
8,2007.75,2008.75,104430.406275,arctic_canada_north,-59.88027095577591,12.159731826146528,-0.57512418513967,0.112460476377298,-0.6520883464621171,0.052426012393854,-67.89355739538715,6.458179458579873,-0.4494269079047344,0.0443751167646799,-46.793033079658194,5.205712783879259,-0.6238573010521588,0.0878931545174804,-64.9542223922824,9.766619930704225
9,2008.75,2009.75,104356.828575,arctic_canada_north,-48.9553095076203,12.059655432772734,-0.4705261555970909,0.1126824223839649,-0.4400214843555058,0.052426012393854,-45.78148887236795,5.951815343922227,-0.5399456371504333,0.044416823097246,-56.17797325303914,5.436548197341849,-0.4316113452853334,0.0903948534522065,-44.90646639745378,9.735450511606091
10,2009.75,2010.75,104283.250875,arctic_canada_north,-34.98151686381828,12.45648804424737,-0.3364564961391696,0.1176869136553262,-0.3761085342790698,0.1123118421591823,-39.10415517454341,11.931089550357376,-0.306802750444088,0.0467182651950134,-31.898405029119743,5.149109721141714,-0.326458203694351,0.0920432304451511,-33.94199038779168,9.793890306431667
11,2010.75,2011.75,104209.673175,arctic_canada_north,-90.26138819559397,12.604044631461534,-0.8687579991257866,0.1122980930366239,-0.898027909865698,0.0461796781472084,-93.30244540416535,6.721863595615852,-0.7999971434848941,0.0509866966025334,-83.1173385409039,6.769110322789215,-0.9082489440267676,0.085919526558842,-94.36438064171261,10.165308676108538
12,2011.75,2012.75,104136.095475,arctic_canada_north,-81.02598455512715,12.393619087435876,-0.7804190618655225,0.1117676070715967,-0.8401207404697799,0.0461796781472084,-87.22443295916841,6.514624982659683,-0.68332049826626,0.0513380398945568,-70.94485366153738,6.444173734943496,-0.8178159468605275,0.0792239897503067,-84.90866704467567,9.324827176019742
13,2012.75,2013.75,104062.517775,arctic_canada_north,20.74666866564861,11.745618653427444,0.199967254285561,0.1116431854614773,0.2309787300200772,0.0461796781472084,23.96411951376613,4.985557337173818,0.2053213074644761,0.050826961212599,21.30215345098546,5.431894136284555,0.1636017253721294,0.0779646120450786,16.973733032194207,8.214313465014984
14,2013.75,2014.75,103988.940075,arctic_canada_north,-11.01112220273203,11.72973208228695,-0.1062060538329314,0.1118061902946518,0.1138867284895508,0.0461796781472084,11.80743130368498,4.875307476154773,-0.3619138964373815,0.0511101255548801,-37.52213736146981,5.675191203782837,-0.0705909935509638,0.0798587862240192,-7.318660550411267,8.376851264713144
15,2014.75,2015.75,103915.362375,arctic_canada_north,-61.36573865167846,12.095782053208138,-0.5923127092510598,0.1116472886569201,-0.5930733751092796,0.0461796781472084,-61.44454638537675,5.732247822916793,-0.5662803829757538,0.0511741108644666,-58.668695509170895,6.112686188013865,-0.6175843696681461,0.0777902110472793,-63.98397406048776,8.757353059899934
