start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,remarks
1970.74794520548,1971.74794520548,-12.24,26.16,40888,40888,update to Box et al 2018
1971.74794520548,1972.7486338797808,7.99,35.57,40888,40888,update to Box et al 2018
1972.7486338797808,1973.74794520548,2.71,29.96,40888,40888,update to Box et al 2018
1973.74794520548,1974.74794520548,-0.65,13.18,40888,40888,update to Box et al 2018
1974.74794520548,1975.74794520548,9.69,23.57,40888,40888,update to Box et al 2018
1975.74794520548,1976.7486338797808,15.32,31.28,40888,40888,update to Box et al 2018
1976.7486338797808,1977.74794520548,-8.86,18.72,40888,40888,update to Box et al 2018
1977.74794520548,1978.74794520548,2.62,19.27,40888,40888,update to Box et al 2018
1978.74794520548,1979.74794520548,5.24,17.95,40888,40888,update to Box et al 2018
1979.74794520548,1980.7486338797808,1.85,7.92,40888,40888,update to Box et al 2018
1980.7486338797808,1981.74794520548,-7.62,5.1,40888,40888,update to Box et al 2018
1981.74794520548,1982.74794520548,-0.71,19.58,40888,40888,update to Box et al 2018
1982.74794520548,1983.74794520548,3.91,32.92,40888,40888,update to Box et al 2018
1983.74794520548,1984.7486338797808,8.79,7.64,40888,40888,update to Box et al 2018
1984.7486338797808,1985.74794520548,1.11,9.88,40888,40888,update to Box et al 2018
1985.74794520548,1986.74794520548,14.65,36.01,40888,40888,update to Box et al 2018
1986.74794520548,1987.74794520548,-6.41,44.01,40888,40888,update to Box et al 2018
1987.74794520548,1988.7486338797808,-10.52,37.7,40888,40888,update to Box et al 2018
1988.7486338797808,1989.74794520548,5.21,24.89,40888,40888,update to Box et al 2018
1989.74794520548,1990.74794520548,-14.37,13.61,40888,40888,update to Box et al 2018
1990.74794520548,1991.74794520548,-5.28,23.02,40888,40888,update to Box et al 2018
1991.74794520548,1992.7486338797808,0.46,34.17,40888,40888,update to Box et al 2018
1992.7486338797808,1993.74794520548,-22.87,35.53,40888,40888,update to Box et al 2018
1993.74794520548,1994.74794520548,-4.52,19.5,40888,40888,update to Box et al 2018
1994.74794520548,1995.74794520548,-10.52,20.41,40888,40888,update to Box et al 2018
1995.74794520548,1996.7486338797808,5.19,16.93,40888,40888,update to Box et al 2018
1996.7486338797808,1997.74794520548,4.66,12.63,40888,40888,update to Box et al 2018
1997.74794520548,1998.74794520548,-18.48,25.7,40888,40888,update to Box et al 2018
1998.74794520548,1999.74794520548,-22.41,10.3,40888,40888,update to Box et al 2018
1999.74794520548,2000.7486338797808,-29.65,8.75,40888,40888,update to Box et al 2018
2000.7486338797808,2001.74794520548,-18.75,49.94,40888,40888,update to Box et al 2018
2001.74794520548,2002.74794520548,8.06,8.18,40888,40888,update to Box et al 2018
2002.74794520548,2003.74794520548,-8.2,29.47,40888,40888,update to Box et al 2018
2003.74794520548,2004.7486338797808,17.1,6.6,40888,40888,update to Box et al 2018
2004.7486338797808,2005.74794520548,-23.03,23.47,40888,40888,update to Box et al 2018
2005.74794520548,2006.74794520548,-8.27,17.56,40888,40888,update to Box et al 2018
2006.74794520548,2007.74794520548,-43.25,29.37,40888,40888,update to Box et al 2018
2007.74794520548,2008.7486338797808,-52.06,16.74,40888,40888,update to Box et al 2018
2008.7486338797808,2009.74794520548,-38.13,29.41,40888,40888,update to Box et al 2018
2009.74794520548,2010.74794520548,-29.68,31.37,40888,40888,update to Box et al 2018
2010.74794520548,2011.74794520548,-74.33,12.08,40888,40888,update to Box et al 2018
2011.74794520548,2012.7486338797808,-67.23,17.33,40888,40888,update to Box et al 2018
2012.7486338797808,2013.74794520548,8.68,18.46,40888,40888,update to Box et al 2018
2013.74794520548,2014.74794520548,-11.36,21.57,40888,40888,update to Box et al 2018
2014.74794520548,2015.74794520548,-49.55,14.52,40888,40888,update to Box et al 2018
2015.74794520548,2016.7486338797808,-37.81,30.94,40888,40888,update to Box et al 2018
2016.7486338797808,2017.74794520548,6.23,17.37,40888,40888,update to Box et al 2018
2017.74794520548,2018.74794520548,14.37,8.8,40888,40888,update to Box et al 2018
2018.74794520548,2019.74794520548,-47.35,34.14,40888,40888,update to Box et al 2018
2019.74794520548,2020.7486338797808,-48.32,29.93,40888,40888,update to Box et al 2018
2020.7486338797808,2021.74794520548,3.89,17.44,40888,40888,update to Box et al 2018
2021.74794520548,2022.74794520548,-54.81,13.37,40888,40888,update to Box et al 2018
