,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,89347.16117119565,greenland_periphery,-46.87289593457511,56.238402298290985,-0.5261939733903402,0.6281822077973129,,,,,,,,,,-0.5813788906693345,0.471887206023232,-51.788719785825464,42.288648707650395
1,2000.75,2001.75,89331.16814076087,greenland_periphery,-31.89301773342805,31.72401247387403,-0.3580943287015439,0.3542165499239293,-0.2747061865324198,0.292130367681995,-24.46620506481951,26.159052307331095,,,,,,-0.441482470870668,0.2695674373299567,-39.31983040203657,24.192243266679537
2,2001.75,2002.75,89251.20298858697,greenland_periphery,3.9977384785882233,31.530158652004285,0.0449267645439667,0.352490589788914,0.120438292296955,0.2811160554019136,10.717014685974119,25.150935380057117,,,,,,-0.0305847632090215,0.272215952847782,-2.721537728797666,24.349511680523506
3,2002.75,2003.75,89107.26571467391,greenland_periphery,25.3062861649338,30.734057946637847,0.2848525679893001,0.3433061933840138,-0.0686523198343933,0.1993294568067552,-6.099068243895826,17.832198891101502,,,,,,0.6383574558129937,0.2963673992581223,56.71164057376344,26.660649134975337
4,2003.75,2004.75,88899.35631902174,greenland_periphery,-36.1553653615384,29.713782824963808,-0.4079237391203035,0.3315757776226851,-0.2657485049367054,0.143514165949655,-23.553996418520633,12.890942732866822,,,,,,-0.5500989733039017,0.2744138615790755,-48.75673430455617,24.666493307702677
5,2004.75,2005.75,88627.47480163044,greenland_periphery,-62.71789362087042,29.846455842307968,-0.7097868195167952,0.3318275238026646,-0.4513945545317726,0.1529816828979315,-39.8859416288358,13.828443887370623,,,,,,-0.968179084501818,0.2704883083247042,-85.54984561290506,24.569808334403344
6,2005.75,2006.75,88291.6211625,greenland_periphery,-9.502269382421122,29.62114800516316,-0.1079475248368656,0.3311129083516543,-0.3283257142472552,0.1465853351145213,-28.901444351485207,13.191134755538483,,,,,,0.1124306645735239,0.2705273920850516,9.89690558664296,24.203152523114625
7,2006.75,2007.75,87891.79540163043,greenland_periphery,-48.02257515152365,29.7550118149846,-0.548026993424828,0.331567191685021,-0.340155760658532,0.1495146592173095,-29.80720981892421,13.456550657565206,,,,,,-0.755898226191124,0.2711491750260534,-66.2379404841231,24.478789454963504
8,2007.75,2008.75,87427.99751902174,greenland_periphery,-31.8438057994168,29.355785453289197,-0.3653249025460979,0.3277057593855767,-0.4830781709901221,0.1778219843267699,-42.107853463413505,16.044530568771517,,,,,,-0.2475716341020739,0.2325358012406081,-21.579758135420104,20.82779460167842
9,2008.75,2009.75,86900.22751467391,greenland_periphery,-46.48624004230523,29.47991755456521,-0.5365477137516639,0.3285506148507511,-0.6348156608457012,0.187298117500809,-55.000128481297395,16.977614880028128,,,,,,-0.4382797666576267,0.2298493839158401,-37.97235160331308,20.647012987044334
10,2009.75,2010.75,86308.48538858695,greenland_periphery,-60.74018948344363,30.09023506967393,-0.7058744929218207,0.3346819437214166,-0.3873650140954877,0.2169157434986245,-33.33258899613285,19.474094369985693,,,,,,-1.0243839717481538,0.2390081004184431,-88.14778997075442,21.82834124898742
11,2010.75,2011.75,85652.77114076087,greenland_periphery,-77.96841809668257,28.777052794608323,-0.91302390029739,0.3187530081075427,-0.5699507643046368,0.1496200952177332,-48.671408789357336,13.60265385176116,,,,,,-1.2560970362901431,0.2003922300092416,-107.2654274040078,18.70983426766833
12,2011.75,2012.75,84933.08477119564,greenland_periphery,-46.3566434240819,28.613992293979056,-0.5474442844599152,0.3188445771210151,-0.6104199954097381,0.1540970097167515,-51.689318656519646,14.02384978415993,,,,,,-0.4844685735100924,0.197562311853458,-41.02396819164417,17.790170592192222
13,2012.75,2013.75,84149.42627989131,greenland_periphery,-28.62289256398352,28.049947488416034,-0.3411671462543589,0.3131815307450005,-0.137551943281126,0.1378817800788185,-11.540192359458533,12.346718952532918,,,,,,-0.5447823492275918,0.1716059368204804,-45.70559276850852,15.51896607854307
14,2013.75,2014.75,83301.79566684781,greenland_periphery,-7.585888557743214,27.96531488128841,-0.0913391439036752,0.3126150364104982,-0.2349507321578492,0.1391562121850207,-19.513102428343476,12.48540286137686,,,,,,0.0522724443504987,0.166365533091075,4.34132531285704,14.882622146166518
15,2014.75,2015.75,82390.19293206521,greenland_periphery,10.01815447024373,27.956734102971375,0.1219598960841625,0.3124976912406572,-0.1424880216118933,0.1378329342810655,-11.704396744338831,12.342741131979915,,,,,,0.3864078137802182,0.1665851385359676,31.740705684826278,14.984959610148486
