start_dates,end_dates,changes
2000.0,2001.0,-1.1929640161209925
2001.0,2002.0,-0.5914872908517828
2002.0,2003.0,0.2953552578227446
2003.0,2004.0,0.31101047868268406
2004.0,2005.0,0.5083528310759059
2005.0,2006.0,0.17408212383897972
2006.0,2007.0,-0.8734207038185802
2007.0,2008.0,-1.2975732804238778
2008.0,2009.0,-0.4416486935938358
2009.0,2010.0,-0.3564026011519403
2010.0,2011.0,-0.7101424536081338
2011.0,2012.0,-0.5963377715759539
2012.0,2013.0,-1.5149321984055495
2013.0,2014.0,-0.21229636115550787
2014.0,2015.0,-1.1116088028395779
2015.0,2016.0,-1.3119201503199795
2016.0,2017.0,-0.6718557952539899
2017.0,2018.0,-0.7190354625307749
2018.0,2019.0,-0.6305074718188524
2019.0,2020.0,-0.8040142096205283
2020.0,2021.0,-1.3323183415991893
2021.0,2022.0,-0.37634517958829217
2022.0,2023.0,-0.8094711864003545
2023.0,2024.0,-0.6604508282511381
