start_dates,end_dates,changes,errors
2000.0,2001.0,0.19301669950834266,0.33604353685427657
2001.0,2002.0,-0.2062621106881774,0.322349707866366
2002.0,2003.0,-0.5709258780528256,0.32562303152807165
2003.0,2004.0,-0.6938948907974744,0.2989505441145231
2004.0,2005.0,-1.1956851370893544,0.29764231524830165
2005.0,2006.0,-1.0478306745579093,0.2949657130957188
2006.0,2007.0,-0.2744040895996291,0.2784211479786583
2007.0,2008.0,0.36081467302299536,0.27875636879137655
2008.0,2009.0,0.2648428856049044,0.2774250378782599
2009.0,2010.0,-0.927271152326491,0.2854144364976018
2010.0,2011.0,-0.7289635189758847,0.2722540210248264
2011.0,2012.0,-0.06960081498847033,0.27379509119811957
2012.0,2013.0,0.004996204032909395,0.27217082421631394
2013.0,2014.0,-0.32478952681197953,0.3068297955781806
2014.0,2015.0,-0.08327128297535505,0.30557997779558155
2015.0,2016.0,-1.1740727703418854,0.3086649153080604
2016.0,2017.0,-1.0512780910461976,0.30667872940119617
2017.0,2018.0,-0.21050845940309643,0.35880638998091097
2018.0,2019.0,-0.07552953631872115,0.4400944195172558
2019.0,2020.0,-0.4741516664063783,0.4655147936319857
2020.0,2021.0,-0.034485235377220716,0.7932793937704002
