start_dates,end_dates,changes,errors
2000.0,2001.0,-16.78003036811939,59.310665492277614
2001.0,2002.0,-28.914511579821788,57.11022427661266
2002.0,2003.0,-13.908836721870612,57.973204975284574
2003.0,2004.0,-28.17480812686211,40.94924262451192
2004.0,2005.0,11.819608029337925,40.65215867670087
2005.0,2006.0,-0.46742325227741205,43.11430966208801
2006.0,2007.0,-82.97512979816992,42.45960968764481
2007.0,2008.0,-12.260278320307838,41.054700626460075
2008.0,2009.0,-10.671822349468188,41.725702589517546
2009.0,2010.0,-21.726651410687033,40.99354348824948
2010.0,2011.0,59.107948169037634,41.40925674613285
2011.0,2012.0,-17.014403020991587,41.113868485488005
2012.0,2013.0,-0.9843375133547592,40.62948399877019
2013.0,2014.0,-44.07045074715521,40.97240632161984
2014.0,2015.0,27.568987869283397,40.18772836192027
2015.0,2016.0,1.2669861018484436,40.41208057680049
2016.0,2017.0,28.159950337881888,41.171505499877185
2017.0,2018.0,-52.71505087078649,42.00092755370267
2018.0,2019.0,-31.41943920963674,40.38727001679214
2019.0,2020.0,40.34763891971593,42.440993841689014
2020.0,2021.0,-78.53183790105122,43.303191161623964
2021.0,2022.0,-31.329553932028535,43.324306423949324
2022.0,2023.0,-47.739787569614585,46.422556274254426
2023.0,2024.0,-60.4017109029453,64.26969707555726
