start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,remarks
1970.7479452054797,1971.7479452054797,-10.07,0.17,33958,33958,update to Box et al 2018
1971.7479452054797,1972.7486338797812,-2.66,0.31,33958,33958,update to Box et al 2018
1972.7486338797812,1973.7479452054797,3.58,0.51,33958,33958,update to Box et al 2018
1973.7479452054797,1974.7479452054797,-21.33,1.92,33958,33958,update to Box et al 2018
1974.7479452054797,1975.7479452054797,-2.51,0.16,33958,33958,update to Box et al 2018
1975.7479452054797,1976.7486338797812,-6.59,0.32,33958,33958,update to Box et al 2018
1976.7486338797812,1977.7479452054797,2.86,0.39,33958,33958,update to Box et al 2018
1977.7479452054797,1978.7479452054797,-10.09,0.75,33958,33958,update to Box et al 2018
1978.7479452054797,1979.7479452054797,-14.92,1.37,33958,33958,update to Box et al 2018
1979.7479452054797,1980.7486338797812,-8.78,0.55,33958,33958,update to Box et al 2018
1980.7486338797812,1981.7479452054797,-9.65,0.59,33958,33958,update to Box et al 2018
1981.7479452054797,1982.7479452054797,4.75,0.46,33958,33958,update to Box et al 2018
1982.7479452054797,1983.7479452054797,-1.34,0.12,33958,33958,update to Box et al 2018
1983.7479452054797,1984.7486338797812,-15.5,1.4,33958,33958,update to Box et al 2018
1984.7486338797812,1985.7479452054797,-9.95,0.89,33958,33958,update to Box et al 2018
1985.7479452054797,1986.7479452054797,-2.65,0.02,33958,33958,update to Box et al 2018
1986.7479452054797,1987.7479452054797,11.49,0.7,33958,33958,update to Box et al 2018
1987.7479452054797,1988.7486338797812,-8.87,1.66,33958,33958,update to Box et al 2018
1988.7486338797812,1989.7479452054797,-6.61,2.39,33958,33958,update to Box et al 2018
1989.7479452054797,1990.7479452054797,-15.35,4.28,33958,33958,update to Box et al 2018
1990.7479452054797,1991.7479452054797,6.46,3.16,33958,33958,update to Box et al 2018
1991.7479452054797,1992.7486338797812,-1.32,6.78,33958,33958,update to Box et al 2018
1992.7486338797812,1993.7479452054797,-22.37,3.26,33958,33958,update to Box et al 2018
1993.7479452054797,1994.7479452054797,3.48,3.82,33958,33958,update to Box et al 2018
1994.7479452054797,1995.7479452054797,-12.94,8.96,33958,33958,update to Box et al 2018
1995.7479452054797,1996.7486338797812,-9.36,32.54,33958,33958,update to Box et al 2018
1996.7486338797812,1997.7479452054797,-6.21,5.69,33958,33958,update to Box et al 2018
1997.7479452054797,1998.7479452054797,-18.53,6.52,33958,33958,update to Box et al 2018
1998.7479452054797,1999.7479452054797,-8.05,4.47,33958,33958,update to Box et al 2018
1999.7479452054797,2000.7486338797812,-0.39,9.83,33958,33958,update to Box et al 2018
2000.7486338797812,2001.7479452054797,-16.85,13.5,33958,33958,update to Box et al 2018
2001.7479452054797,2002.7479452054797,-10.54,7.37,33958,33958,update to Box et al 2018
2002.7479452054797,2003.7479452054797,-14.91,6.72,33958,33958,update to Box et al 2018
2003.7479452054797,2004.7486338797812,-18.63,10.27,33958,33958,update to Box et al 2018
2004.7486338797812,2005.7479452054797,-13.43,6.84,33958,33958,update to Box et al 2018
2005.7479452054797,2006.7479452054797,-7.92,4.47,33958,33958,update to Box et al 2018
2006.7479452054797,2007.7479452054797,-6.12,2.03,33958,33958,update to Box et al 2018
2007.7479452054797,2008.7486338797812,3.83,1.79,33958,33958,update to Box et al 2018
2008.7486338797812,2009.7479452054797,-8.57,11.08,33958,33958,update to Box et al 2018
2009.7479452054797,2010.7479452054797,-2.9,1.62,33958,33958,update to Box et al 2018
2010.7479452054797,2011.7479452054797,-20.4,3.64,33958,33958,update to Box et al 2018
2011.7479452054797,2012.7486338797812,-5.44,5.22,33958,33958,update to Box et al 2018
2012.7486338797812,2013.7479452054797,-24.13,12.68,33958,33958,update to Box et al 2018
2013.7479452054797,2014.7479452054797,-1.96,6.5,33958,33958,update to Box et al 2018
2014.7479452054797,2015.7479452054797,-16.85,7.02,33958,33958,update to Box et al 2018
2015.7479452054797,2016.7486338797812,-31.35,8.32,33958,33958,update to Box et al 2018
2016.7486338797812,2017.7479452054797,-19.44,8.43,33958,33958,update to Box et al 2018
2017.7479452054797,2018.7479452054797,-23.33,7.91,33958,33958,update to Box et al 2018
2018.7479452054797,2019.7479452054797,-17.44,2.66,33958,33958,update to Box et al 2018
2019.7479452054797,2020.7486338797812,-44.94,4.53,33958,33958,update to Box et al 2018
2020.7486338797812,2021.7479452054797,-8.58,3.24,33958,33958,update to Box et al 2018
2021.7479452054797,2022.7479452054797,-34.07,1.28,33958,33958,update to Box et al 2018
