,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_gt,altimetry_gt_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_annual_variability,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,2962.934025,scandinavia,2.00823890597489,0.7725996233973114,0.6798267306098982,0.260546559132695,,,,,,,,,,,0.6798267306098982,0.260546559132695,2.00823890597489,0.7725996233973114
1,2000.75,2001.75,2954.971725,scandinavia,-2.9378233103320297,0.4039833229119928,-0.9971883234289588,0.1279973014523837,,,,,,,,,,,-0.9971883234289588,0.1279973014523837,-2.9378233103320297,0.4039833229119926
2,2001.75,2002.75,2947.009425,scandinavia,-3.659408108451384,0.4083376006006241,-1.245472557846006,0.1241601700050064,,,,,,,,,,,-1.245472557846006,0.1241601700050064,-3.6594081084513834,0.40833760060062396
3,2002.75,2003.75,2939.047125,scandinavia,-4.429893017515629,0.4265583326675591,-1.5117902151951192,0.1239880134179762,,,,,,,,,,,-1.5117902151951192,0.1239880134179762,-4.429893017515629,0.4265583326675589
4,2003.75,2004.75,2931.084825,scandinavia,-1.1649424417776082,0.3853665440698283,-0.3986400445210614,0.1295644013071038,,,,,,,,,,,-0.3986400445210614,0.1295644013071038,-1.1649424417776082,0.3853665440698283
5,2004.75,2005.75,2923.122525,scandinavia,-0.1798064237697596,0.345733862709102,-0.0616968548618277,0.1175506691777507,,,,,,,,,,,-0.0616968548618277,0.1175506691777507,-0.17980642376975953,0.34573386270910195
6,2005.75,2006.75,2915.160225,scandinavia,-6.223622861218382,0.4689958826079403,-2.141340245183688,0.1193439558681171,,,,,,,,,,,-2.141340245183688,0.1193439558681171,-6.223622861218382,0.46899588260794023
7,2006.75,2007.75,2907.197925,scandinavia,0.4765072671249434,0.3547098930241646,0.1643992265838356,0.120370889014801,,,,,,,,,,,0.1643992265838356,0.120370889014801,0.47650726712494323,0.3547098930241646
8,2007.75,2008.75,2899.235625,scandinavia,0.4354092781515799,0.3509533566248193,0.150632612504878,0.1191357964016162,,,,,,,,,,,0.150632612504878,0.1191357964016162,0.4354092781515798,0.35095335662481925
9,2008.75,2009.75,2891.273325,scandinavia,-1.308530914022782,0.3518484823813929,-0.4539412817291223,0.1175829644230368,,,,,,,,,,,-0.4539412817291223,0.1175829644230368,-1.3085309140227819,0.35184848238139277
10,2009.75,2010.75,2883.311025,scandinavia,-3.385733073667368,0.3858910366132917,-1.1777851250632585,0.1179450427461546,,,,,,,,,,,-1.1777851250632585,0.1179450427461546,-3.3857330736673683,0.38589103661329166
11,2010.75,2011.75,2875.348725,scandinavia,-3.451137761517015,0.3506436466001276,-1.2038617432403866,0.1038197486853195,,,,,,,,,,,-1.2038617432403866,0.1038197486853195,-3.451137761517015,0.3506436466001276
12,2011.75,2012.75,2867.386425,scandinavia,2.034808104720453,0.3184565394557768,0.7117739275105521,0.1026365716251199,,,,,,,,,,,0.711773927510552,0.1026365716251199,2.034808104720453,0.3184565394557767
13,2012.75,2013.75,2859.424125,scandinavia,-3.521824719754142,0.3609171748995184,-1.2353613284672402,0.1071524421417838,,,,,,,,,,,-1.2353613284672402,0.1071524421417838,-3.521824719754142,0.36091717489951824
14,2013.75,2014.75,2851.461825,scandinavia,-2.749081311728823,0.3483229434159171,-0.966996418352666,0.1088566063410077,,,,,,,,,,,-0.966996418352666,0.1088566063410077,-2.749081311728823,0.3483229434159169
15,2014.75,2015.75,2843.499525,scandinavia,2.011107080715808,0.3311874145786514,0.7093929640747743,0.1073253824626893,,,,,,,,,,,0.7093929640747743,0.1073253824626893,2.011107080715808,0.33118741457865125
16,2015.75,2016.75,2835.537225,scandinavia,-1.2748101911958736,0.3218606012034358,-0.4509361112635817,0.1073025672129135,,,,,,,,,,,-0.4509361112635817,0.1073025672129135,-1.2748101911958736,0.3218606012034355
17,2016.75,2017.75,2827.574925,scandinavia,0.516383224946813,0.3148369332333183,0.1831735850660006,0.1067211324558136,,,,,,,,,,,0.1831735850660006,0.1067211324558136,0.5163832249468128,0.3148369332333182
18,2017.75,2018.75,2819.6126249999998,scandinavia,-4.497233026481934,0.3842058011924134,-1.5997819283594967,0.1059572863108815,,,,,,,,,,,-1.5997819283594967,0.1059572863108815,-4.497233026481934,0.38420580119241343
19,2018.75,2019.75,2811.650325,scandinavia,-2.333008647216728,0.3344594846572984,-0.8322616481183446,0.1066127679920349,,,,,,,,,,,-0.8322616481183446,0.1066127679920349,-2.333008647216728,0.33445948465729836
