start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,remarks
1999.74794520548,2000.7486338797808,0.325,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2000.7486338797808,2001.74794520548,-0.184,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2001.74794520548,2002.74794520548,-0.5025,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2002.74794520548,2003.74794520548,-0.755,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2003.74794520548,2004.7486338797808,-1.8075,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2004.7486338797808,2005.74794520548,-1.005,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2005.74794520548,2006.74794520548,-0.2,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2006.74794520548,2007.74794520548,-0.2675,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2007.74794520548,2008.7486338797808,0.838,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2008.7486338797808,2009.74794520548,-0.936,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2009.74794520548,2010.74794520548,-0.58,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2010.74794520548,2011.74794520548,-0.948,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2011.74794520548,2012.7486338797808,0.654,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2012.7486338797808,2013.74794520548,-1.336,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2013.74794520548,2014.74794520548,-0.988,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2014.74794520548,2015.74794520548,-1.276,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2015.74794520548,2016.7486338797808,-1.0425,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2016.7486338797808,2017.74794520548,-1.255,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2017.74794520548,2018.74794520548,-1.53,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2018.74794520548,2019.74794520548,-2.105,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2019.74794520548,2020.7486338797808,-0.7825,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2020.7486338797808,2021.74794520548,-0.5525,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
2021.74794520548,2022.74520547945,-0.8,0.375,86725.053,4.615,Assumed hydrological year: 1 Oct - 30 Sept
