start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed
1990.74794520548,1990.8328767123287,0.3043,0.1068,2949.1,3008.2
1990.8328767123287,1990.9150684931508,0.2431,0.1066,2949.1,3008.2
1990.9150684931508,1991.0,0.4334,0.1482,2949.1,3008.2
1991.0,1991.0849315068488,0.3585,0.2127,2949.1,3008.2
1991.0849315068488,1991.1616438356164,0.1323,0.0776,2949.1,3008.2
1991.1616438356164,1991.2465753424656,0.2269,0.0678,2949.1,3008.2
1991.2465753424656,1991.328767123288,0.1782,0.0667,2949.1,3008.2
1991.328767123288,1991.4136986301369,0.1737,0.0917,2949.1,3008.2
1991.4136986301369,1991.495890410959,-0.3164,0.2723,2949.1,3008.2
1991.495890410959,1991.580821917808,-0.9436,0.1863,2949.1,3008.2
1991.580821917808,1991.6657534246576,-0.8026,0.1653,2949.1,3008.2
1991.6657534246576,1991.74794520548,0.0186,0.1996,2949.1,3008.2
1991.74794520548,1991.8328767123287,0.1821,0.0839,2949.1,3028.6
1991.8328767123287,1991.9150684931508,0.3694,0.1292,2949.1,3028.6
1991.9150684931508,1992.0,0.553,0.1817,2949.1,3028.6
1992.0,1992.084699453552,0.6426,0.2207,2949.1,3028.6
1992.084699453552,1992.1639344262296,0.4167,0.1657,2949.1,3028.6
1992.1639344262296,1992.2486338797808,0.2956,0.1055,2949.1,3028.6
1992.2486338797808,1992.330601092896,0.142,0.04,2949.1,3028.6
1992.330601092896,1992.415300546448,0.0768,0.124,2949.1,3028.6
1992.415300546448,1992.4972677595629,-0.5366,0.171,2949.1,3028.6
1992.4972677595629,1992.5819672131147,-0.5002,0.1418,2949.1,3028.6
1992.5819672131147,1992.6666666666667,-0.4486,0.1691,2949.1,3028.6
1992.6666666666667,1992.7486338797808,-0.2838,0.1778,2949.1,3028.6
1992.7486338797808,1992.8333333333333,0.1829,0.0866,2949.1,3065.4
1992.8333333333333,1992.915300546448,0.2623,0.1586,2949.1,3065.4
1992.915300546448,1993.0,0.5932,0.2227,2949.1,3065.4
1993.0,1993.0849315068488,0.5783,0.2677,2949.1,3065.4
1993.0849315068488,1993.1616438356164,0.4612,0.1455,2949.1,3065.4
1993.1616438356164,1993.2465753424656,0.4079,0.1397,2949.1,3065.4
1993.2465753424656,1993.328767123288,0.115,0.056,2949.1,3065.4
1993.328767123288,1993.4136986301369,0.0569,0.1639,2949.1,3065.4
1993.4136986301369,1993.495890410959,-0.306,0.201,2949.1,3065.4
1993.495890410959,1993.580821917808,-0.7375,0.2468,2949.1,3065.4
1993.580821917808,1993.6657534246576,-0.5655,0.2216,2949.1,3065.4
1993.6657534246576,1993.74794520548,-0.1766,0.1944,2949.1,3065.4
1993.74794520548,1993.8328767123287,0.2884,0.1614,2949.1,3084.8
1993.8328767123287,1993.9150684931508,0.0819,0.0465,2949.1,3084.8
1993.9150684931508,1994.0,0.238,0.1158,2949.1,3084.8
