start_dates,end_dates,errors
2010.75,2011.75,0.1339027720827864
2011.75,2012.75,0.07198137210417863
2012.75,2013.75,0.3230457994064354
2013.75,2014.75,0.2500145784041462
2014.75,2015.75,0.07492014306315259
2015.75,2016.75,0.18186955658384865
2016.75,2017.75,0.22043621051942786
2017.75,2018.75,0.17772021175237443
2018.75,2019.75,0.15764737932312164
