start_dates,end_dates,changes,errors
1999.75,2000.75,0.2553200722668867,0.33081340486779093
2000.75,2001.75,-0.2357422772414829,0.19315100816304573
2001.75,2002.75,-0.5512635350235254,0.17954267156526738
2002.75,2003.75,-0.72731485620985,0.22642715178275313
2003.75,2004.75,-1.833822861358378,0.18717773343619815
2004.75,2005.75,-1.218263289606242,0.18785655280935598
2005.75,2006.75,-0.43036687369558463,0.19085074094772372
2006.75,2007.75,-0.4443381905718971,0.18374095342595287
2007.75,2008.75,0.7304741561928976,0.1827761564748038
2008.75,2009.75,-1.0377714748378148,0.18765409150151355
2009.75,2010.75,-0.7560996014473446,0.20974716374961977
2010.75,2011.75,-1.114772648799603,0.19141242205248374
2011.75,2012.75,0.5236603836058239,0.21229568009627903
2012.75,2013.75,-1.4501171564653603,0.18172443766091279
2013.75,2014.75,-1.139277963214846,0.19902213930981438
2014.75,2015.75,-1.184539484884743,0.18920926026971963
2015.75,2016.75,-0.9616724906397105,0.20036015345211614
2016.75,2017.75,-1.229112335884847,0.18935559755879852
2017.75,2018.75,-1.4718499793662065,0.20859961634482624
2018.75,2019.75,-2.0264938792590184,0.20893650426928034
2019.75,2020.75,-0.9091144171953711,0.2386667043172854
2020.75,2021.75,-0.6544865413573155,0.22123552923885936
2021.75,2022.75,-1.1360315979546467,0.33629797556691055
2022.75,2023.75,-1.3523166356881953,0.4229110824378454
2023.75,2024.75,-1.3272579165322906,0.4232611971077937
