start_dates,end_dates,changes
2000.0,2001.0,0.08797434357031256
2001.0,2002.0,-0.9407736413455302
2002.0,2003.0,-1.020883713895824
2003.0,2004.0,-1.4815955888514944
2004.0,2005.0,-0.534730129084154
2005.0,2006.0,0.18575707500161015
2006.0,2007.0,0.8406476913557156
2007.0,2008.0,-0.5992142058732299
2008.0,2009.0,-2.1815863332370533
2009.0,2010.0,-0.10104824905540477
2010.0,2011.0,-1.4897860794974387
2011.0,2012.0,-1.8505679072267334
2012.0,2013.0,-0.24411120635766398
2013.0,2014.0,0.04978001133621034
2014.0,2015.0,-0.20560417962572622
2015.0,2016.0,-0.15458946959643285
2016.0,2017.0,-1.3500601973377886
2017.0,2018.0,-0.5357355420070524
2018.0,2019.0,-2.020976853697841
2019.0,2020.0,-1.8455830286413595
2020.0,2021.0,-1.3979458572570234
2021.0,2022.0,-0.06665134005701555
2022.0,2023.0,-1.8364658742589814
2023.0,2024.0,-1.2971385849938588
