start_dates,end_dates,changes
1999.75,2000.75,-0.9539305728132945
2000.75,2001.75,0.8297493962275136
2001.75,2002.75,-0.943257110231785
2002.75,2003.75,-3.997187510255984
2003.75,2004.75,-1.2749292535031926
2004.75,2005.75,-1.962124252054982
2005.75,2006.75,-2.251239968584318
2006.75,2007.75,-1.7630854483946155
2007.75,2008.75,-1.6571286126267628
2008.75,2009.75,-1.439868424165087
2009.75,2010.75,-0.852382751336217
2010.75,2011.75,-2.625224130057089
2011.75,2012.75,-2.911389504287455
2012.75,2013.75,-0.5509007980773181
2013.75,2014.75,-0.3191327483210313
2014.75,2015.75,-2.9935121980438355
2015.75,2016.75,-1.2537173580781222
2016.75,2017.75,-2.8390224186382484
2017.75,2018.75,-2.500468353757313
2018.75,2019.75,-1.7622189499606775
2019.75,2020.75,-1.3114383265175942
2020.75,2021.75,-1.0628303280772673
2021.75,2022.75,-6.384722928263638
2022.75,2023.75,-4.495107154446965
2023.75,2024.75,-2.507416002043115
