start_dates,end_dates,changes
1999.75,2000.75,-0.4459565054610348
2000.75,2001.75,0.3914523137050656
2001.75,2002.75,-0.4491118978685087
2002.75,2003.75,-1.9209169712138814
2003.75,2004.75,-0.6184541326155824
2004.75,2005.75,-0.9608458216996485
2005.75,2006.75,-1.1129969339619674
2006.75,2007.75,-0.8800968311993201
2007.75,2008.75,-0.8352932088470331
2008.75,2009.75,-0.7329472162397416
2009.75,2010.75,-0.4382218676062237
2010.75,2011.75,-1.3632593118896084
2011.75,2012.75,-1.5272465645646183
2012.75,2013.75,-0.2919604160995941
2013.75,2014.75,-0.17088721406571805
2014.75,2015.75,-1.6197713395934856
2015.75,2016.75,-0.6855744790209539
2016.75,2017.75,-1.5691158736949777
2017.75,2018.75,-1.3969751000400221
2018.75,2019.75,-0.9953121029909905
2019.75,2020.75,-0.748913285736943
2020.75,2021.75,-0.6137410030858482
2021.75,2022.75,-3.728681469982452
2022.75,2023.75,-2.6552232407112406
2023.75,2024.75,-1.4982771836223587
